完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
335-501DA30,1,1,LA-161-501PA30-DF,1,1,L1-161-501PA30,1,1,MA-161-501PA30,0,0,,0,0,,0,0,
C352-501AA30,1,1,LA-161-501PA30-DF,1,1,L1-161-501PA30,1,1,MA-161-501PA30,0,0,,0,0,,0,0,
335-501DA33,1,1,LA-161-501PA33-DF,1,1,L1-161-501PA33,1,1,MA-161-501PA33,0,0,,0,0,,0,0,
C352-501AA33,1,1,LA-161-501PA33-DF,1,1,L1-161-501PA33,1,1,MA-161-501PA33,0,0,,0,0,,0,0,
B336-501AA34,1,1,LA-161-501PA34-DF,1,1,L1-161-501PA34,1,1,MA-161-501PA34,0,0,,0,0,,0,0,
C352-501AA34,1,1,LA-161-501PA34-DF,1,1,L1-161-501PA34,1,1,MA-161-501PA34,0,0,,0,0,,0,0,
474-501AB3338,1,1,LA-161-501QA3338-DF,1,1,L1-161-501QA3338,1,1,MA-161-501QA3338,0,0,,0,0,,0,0,
479-501AB3338,1,1,LA-161-501QA3338-DF,1,1,L1-161-501QA3338,1,1,MA-161-501QA3338,0,0,,0,0,,0,0,
474-501AB38,1,1,LA-161-501QA38-DF,1,1,L1-161-501QA38,1,1,MA-161-501QA38,0,0,,0,0,,0,0,
479-501AB38,1,1,LA-161-501QA38-DF,1,1,L1-161-501QA38,1,1,MA-161-501QA38,0,0,,0,0,,0,0,
5154-501AA38,1,1,LA-161-501QA38-DF,1,1,L1-161-501QA38,1,1,MA-161-501QA38,0,0,,0,0,,0,0,
5308-601AA33,1,1,LA-161-601BB33-L2,1,1,L1-161-601BA33,1,1,MA-161-601BA33,0,0,,0,0,,0,0,
5310-601AA33,1,1,LA-161-601BB33-L2,1,1,L1-161-601BA33,1,1,MA-161-601BA33,0,0,,0,0,,0,0,
C352-601AA33,1,1,LA-161-601BB33-L2,1,1,L1-161-601BA33,1,1,MA-161-601BA33,0,0,,0,0,,0,0,
5308-601AB34,1,1,LA-161-601BB34-L2,1,1,L1-161-601BA34,1,1,MA-161-601BA34,0,0,,0,0,,0,0,
C352-601AA34,1,1,LA-161-601BB34-L2,1,1,L1-161-601BA34,1,1,MA-161-601BA34,0,0,,0,0,,0,0,
5517-601AB34,1,1,LA-5517-601AB34-L2,1,1,L1-161-601HA34,1,1,MA-161-601HA34,0,0,,0,0,,0,0,
5520-601AA34,1,1,LA-161-601HA34-L2,1,1,L1-161-601HA34,1,1,MA-161-601HA34,0,0,,0,0,,0,0,
5529-601AA34,1,1,LA-161-601HA34-L2,1,1,L1-161-601HA34,1,1,MA-161-601HA34,0,0,,0,0,,0,0,
5536-601AA34,1,1,LA-161-601HA34-L2,1,1,L1-161-601HA34,1,1,MA-161-601HA34,0,0,,0,0,,0,0,
1632-406AA34,1,1,LA-1632-406AA34-MC,1,1,L1-1632-406AA34,1,1,MA-171-406AA34,0,0,,0,0,,0,0,
474-601AB30,1,1,LA-165-601BA30-L2,1,1,L1-165-601AB30,1,1,MA-165-601AB30,0,0,,0,0,,0,0,
474-601BA30,1,1,LA-165-601BA30-L2,1,1,L1-165-601AB30,1,1,MA-165-601AB30,0,0,,0,0,,0,0,
479-601AA30,1,1,LA-165-601BA30-L2,1,1,L1-165-601AB30,1,1,MA-165-601AB30,0,0,,0,0,,0,0,
479-601BA30,1,1,LA-165-601BA30-L2,1,1,L1-165-601AB30,1,1,MA-165-601AB30,0,0,,0,0,,0,0,
5128-601AA30,1,1,LA-165-601BA30-L2,1,1,L1-165-601AB30,1,1,MA-165-601AB30,0,0,,0,0,,0,0,
5129-601AA30,1,1,LA-165-601BA30-L2,1,1,L1-165-601AB30,1,1,MA-165-601AB30,0,0,,0,0,,0,0,
5144-601AA33,1,1,LA-165-601HA33-L2,1,1,L1-165-601BA35,1,1,MA-165-601BA35,0,0,,0,0,,0,0,
5154-601AA33,1,1,LA-165-601HA33-L2,1,1,L1-165-601BA35,1,1,MA-165-601BA35,0,0,,0,0,,0,0,
B311-601AA33,1,1,LA-165-601HA33-L2,1,1,L1-165-601BA35,1,1,MA-165-601BA35,0,0,,0,0,,0,0,
479-601AA40,1,1,LA-165-601BA40-L2,1,1,L1-165-601BA40,1,1,MA-165-601BA40,0,0,,0,0,,0,0,
5142-601BA40,1,1,LA-165-601BA40-L2,1,1,L1-165-601BA40,1,1,MA-165-601BA40,0,0,,0,0,,0,0,
5144-601AA38,1,1,LA-165-601BA40-L2,1,1,L1-165-601BA40,1,1,MA-165-601BA40,0,0,,0,0,,0,0,
5154-601AA38,1,1,LA-165-601HA38-L2,1,1,L1-165-601BA40,1,1,MA-165-601BA40,0,0,,0,0,,0,0,
B311-601AA38,1,1,LA-165-601BA40-L2,1,1,L1-165-601BA40,1,1,MA-165-601BA40,0,0,,0,0,,0,0,
5121-601AA40,1,1,LA-165-601BAB40-L2,1,1,L1-165-601BAB40,1,1,MA-165-601BAB40,0,0,,0,0,,0,0,
474-601AA42,1,1,LA-165-601BAB42-L2,1,1,L1-165-601BAB42,1,1,MA-165-601BAB42,0,0,,0,0,,0,0,
5121-601AA42,1,1,LA-165-601BAB42-L2,1,1,L1-165-601BAB42,1,1,MA-165-601BAB42,0,0,,0,0,,0,0,
5142-601BA42,1,1,LA-165-601BAB42-L2,1,1,L1-165-601BAB42,1,1,MA-165-601BAB42,0,0,,0,0,,0,0,
5121-601AB30,1,1,LA-165-601EA30-L2,1,1,L1-165-601EA30,1,1,MA-165-601EA30,0,0,,0,0,,0,0,
SPL-1635-401AA38,1,1,LA-1635-401AA38-DF,1,1,LA-1635-401AA38-D,1,1,L1-1635-401AA38,1,1,MA-1635-401AA38,0,0,,0,0,
5121-601AB34,1,1,LA-165-601EA34-L2,1,1,L1-165-601EA34,1,1,MA-165-601EA34,0,0,,0,0,,0,0,
5121-601BB34,1,1,LA-165-601EA34-L2,1,1,L1-165-601EA34,1,1,MA-165-601EA34,0,0,,0,0,,0,0,
SPL-1881AA30,1,1,MA-RH-0031K-06A,0,0,,0,0,,0,0,,0,0,,0,0,
5121-601AB36,1,1,LA-165-601EA36-L2,1,1,L1-165-601EA36,1,1,MA-165-601EA36,0,0,,0,0,,0,0,
5121-601BB36,1,1,LA-165-601EA36-L2,1,1,L1-165-601EA36,1,1,MA-165-601EA36,0,0,,0,0,,0,0,
5121-601AB38,1,1,LA-165-601EA38-L2,1,1,L1-165-601EA38,1,1,MA-165-601EA38,0,0,,0,0,,0,0,
5126-601AA26,1,1,LA-165-601FA26-L2,1,1,L1-165-601FA26,1,1,MA-165-601FA26,0,0,,0,0,,0,0,
5142-601AA34,1,1,LA-165-601GA36-L2,1,1,L1-165-601GA36,1,1,MA-165-601GA36,0,0,,0,0,,0,0,
5142-601BA34,1,1,LA-165-601GA36-L2,1,1,L1-165-601GA36,1,1,MA-165-601GA36,0,0,,0,0,,0,0,
5142-601AA36,1,1,LA-165-601GA38-L2,1,1,L1-165-601GA38,1,1,MA-165-601GA38,0,0,,0,0,,0,0,
5141-601AA38,1,1,LA-165-601GA40-L2,1,1,L1-165-601GA40,1,1,MA-165-601GA40,0,0,,0,0,,0,0,
5142-601AA38,1,1,LA-165-601GA40-L2,1,1,L1-165-601GA40,1,1,MA-165-601GA40,0,0,,0,0,,0,0,
5142-601AB38,1,1,LA-165-601GA40-L2,1,1,L1-165-601GA40,1,1,MA-165-601GA40,0,0,,0,0,,0,0,
5529-601AA42,1,1,LA-165-601JA42-L2,1,1,L1-165-601JA42,1,1,MA-165-601JA42,0,0,,0,0,,0,0,
5166-601AA34,1,1,L2-165-601KA34,1,1,L1-165-601KA34,1,1,MA-165-601KA34,0,0,,0,0,,0,0,
3236-501AA26,1,1,LA-171-501AA26-DF,1,1,L1-171-501AA26,1,1,MA-171-501AA26,0,0,,0,0,,0,0,
882-501BA26,1,1,LA-171-501AA26-DF,1,1,L1-171-501AA26,1,1,MA-171-501AA26,0,0,,0,0,,0,0,
3236-501AA30,1,1,LA-171-501AA30-DF,1,1,L1-171-501AA30,1,1,MA-171-501AA30,0,0,,0,0,,0,0,
4412-501AA30,1,1,LA-171-501AA30-DF,1,1,L1-171-501AA30,1,1,MA-171-501AA30,0,0,,0,0,,0,0,
882-501BA30,1,1,LA-171-501AA30-DF,1,1,L1-171-501AA30,1,1,MA-171-501AA30,0,0,,0,0,,0,0,
882-501DA30,1,1,LA-171-501AA30-DF,1,1,L1-171-501AA30,1,1,MA-171-501AA30,0,0,,0,0,,0,0,
3236-501AA32,1,1,LA-171-501AA32-DF,1,1,L1-171-501AA32,1,1,MA-171-501AA32,0,0,,0,0,,0,0,
3242-501AA32,1,1,LA-171-501AA32-DF,1,1,L1-171-501AA32,1,1,MA-171-501AA32,0,0,,0,0,,0,0,
882-501BA32,1,1,LA-171-501AA32-DF,1,1,L1-171-501AA32,1,1,MA-171-501AA32,0,0,,0,0,,0,0,
3236-501AA34,1,1,LA-171-501AA34-DF,1,1,L1-171-501AA34,1,1,MA-171-501AA34,0,0,,0,0,,0,0,
3242-501AA34,1,1,LA-171-501AA34-DF,1,1,L1-171-501AA34,1,1,MA-171-501AA34,0,0,,0,0,,0,0,
4412-501AA34,1,1,LA-171-501AA34-DF,1,1,L1-171-501AA34,1,1,MA-171-501AA34,0,0,,0,0,,0,0,
882-501BA34,1,1,LA-171-501AA34-DF,1,1,L1-171-501AA34,1,1,MA-171-501AA34,0,0,,0,0,,0,0,
3236-501AA36,1,1,LA-171-501AA36-DF,1,1,L1-171-501AA36,1,1,MA-171-501AA36,0,0,,0,0,,0,0,
3242-501AA36,1,1,LA-171-501AA36-DF,1,1,L1-171-501AA36,1,1,MA-171-501AA36,0,0,,0,0,,0,0,
882-501BA36,1,1,LA-171-501AA36-DF,1,1,L1-171-501AA36,1,1,MA-171-501AA36,0,0,,0,0,,0,0,
3636-501AB26,1,1,LA-171-501BB26-DF,1,1,L1-171-501BB26,1,1,MA-171-501BB26,0,0,,0,0,,0,0,
3638-501AA26,1,1,LA-171-501BB26-DF,1,1,L1-171-501BB26,1,1,MA-171-501BB26,0,0,,0,0,,0,0,
3636-501AB30,1,1,LA-171-501BB30-DF,1,1,L1-171-501BB30,1,1,MA-171-501BB30,0,0,,0,0,,0,0,
3638-501AA30,1,1,LA-171-501BB30-DF,1,1,L1-171-501BB30,1,1,MA-171-501BB30,0,0,,0,0,,0,0,
3644-501AA30,1,1,LA-171-501BB30-DF,1,1,L1-171-501BB30,1,1,MA-171-501BB30,0,0,,0,0,,0,0,
