HMCD,BUCD,SRCD,UNIT,VALDTF,VALQTY,PRICE,NOTE,SYOKAIHINKBN
KF46-00301AB,100,3999,PC,2025/09/16,100.0,29.21,,1
KF47-00102BA,100,3010,PC,2024/04/04,0.0,1540.0,,1
KF70-00104AA,100,2782,PC,2020/10/20,0.0,15000.0,,1
KF70-00104BA,100,2782,PC,2021/08/04,0.0,25000.0,,1
KF74-00101AA,100,2960,PC,2017/09/07,0.0,334.0,,1
KF74-00122AA,100,1689,PC,2013/06/01,0.0,21.4,,1
KF74-00137AA-2,100,1384,PC,2013/06/01,0.0,76.0,,1
KF77-00302AA,100,1205,PC,2013/06/01,0.0,2500.0,,1
KF77-00303AA,100,1205,PC,2013/06/01,0.0,2500.0,,1
KF77-00401AA,100,1205,PC,2013/06/01,0.0,21500.0,,1
KF77-00402AA,100,1380,PC,2013/06/01,0.0,8250.0,,1
KF77-00402BA,100,1380,PC,2013/06/01,0.0,7400.0,,1
KF77-00501AA,100,1205,PC,2013/06/01,0.0,6500.0,,1
KF77-00602AA,100,1205,PC,2013/06/01,0.0,3800.0,,1
KF90-00201CA01,100,3999,PC,2018/03/06,0.0,11500.0,,1
KP-28BA,100,3203,PC,2017/05/16,0.0,100.0,,1
KS60-00102AB,100,3200,PC,2013/06/01,0.0,22146.0,,1
KS61-00107AA,100,2829,PC,2015/06/01,0.0,74.7,,1
KS64-00404DB,100,CA,PC,2000/01/01,0.0,500.0,,1
KS64-00405KA,100,CA,PC,2000/01/01,0.0,500.0,,1
KS64-00406EA,100,CA,PC,2000/01/01,0.0,500.0,,1
KS64-00501BA,100,2970,PC,2013/06/01,0.0,365.0,,1
KS64-00501BB,100,2970,PC,2013/06/01,0.0,398.0,,1
KS64-00501BC,100,2970,PC,2013/06/01,0.0,441.0,,1
KS64-00501CA,100,2970,PC,2013/06/01,0.0,500.0,,1
KS64-00501CB,100,2970,PC,2013/06/01,0.0,398.0,,1
KS64-00501CC,100,2970,PC,2013/06/01,0.0,398.0,,1
KS64-00501DA,100,2970,PC,2013/06/01,0.0,500.0,,1
KS64-00501DB,100,2970,PC,2013/06/01,0.0,398.0,,1
KS64-00501DC,100,,PC,,0.0,0.0,,1
KS64-00501EA,100,2970,PC,2013/06/01,0.0,566.0,,1
KS64-00502BA,100,2970,PC,2013/06/01,0.0,420.0,,1
KS64-00502BB,100,2970,PC,2013/06/01,0.0,441.0,,1
KS64-00502CA,100,2970,PC,2013/06/01,0.0,551.0,,1
KS64-00502CB,100,2970,PC,2013/06/01,0.0,398.0,,1
KS64-00502DA,100,2970,PC,2013/06/01,0.0,510.0,,1
KS64-00515BA,100,2970,PC,2013/06/01,0.0,172.0,,1
KS64-00515DA,100,2970,PC,2013/06/01,0.0,141.0,,1
KS64-00515FA,100,1592,PC,2013/06/01,0.0,485.0,,1
KS64-00515GA,100,2970,PC,2013/06/01,0.0,663.0,,1
KS64-00901AA,100,1592,PC,2013/06/01,0.0,530.0,,1
KS64-00901BB,100,1592,PC,2013/06/01,0.0,450.0,,1
KS64-00903AA,100,1592,PC,2013/06/01,0.0,240.0,,1
KS64-00903AB,100,,PC,,0.0,0.0,,1
KS64-01617AA,100,2829,PC,2023/12/04,0.0,472.5,,1
KS64-01617AB,100,2829,PC,2023/12/04,0.0,472.5,,1
KS64-01617CB,100,,PC,,0.0,0.0,,1
KS64-01801AA,100,2970,PC,2013/06/01,0.0,458.0,,1
KS64-01801BA,100,2970,PC,2013/06/01,0.0,458.0,,1
KS64-01803AA,100,2970,PC,2013/06/01,0.0,262.0,,1
KS64-01912CA,100,CA,PC,2000/01/01,0.0,500.0,,1
KS64-03502AB,100,1592,PC,2013/06/01,0.0,350.0,,1
KS64-03701AA,100,2970,PC,2023/06/26,0.0,2970.0,,1
KS64-03701BA,100,2970,PC,2023/06/26,0.0,2936.0,,1
KS64-03701CA,100,2970,PC,2015/06/01,0.0,2531.0,,1
KS65-02602CA,100,3858,PC,2013/06/01,0.0,1350.0,,1
KS65-02602CB,100,3858,PC,2016/08/08,0.0,750.0,,1
KS91-00301CB30,100,3315,PC,2019/05/13,0.0,2950.0,,1
KS91-00302BA32,100,3315,PC,2019/02/15,0.0,2250.0,,1
