HMCD,SEQ,KTSEQ,KTCD,SRCD,SGNCD,DDTIME,SGTIME,LDTIME,SRPRICE,CSBCD,SUPCLSCD,SUPCD,RCVTSTKBN,RCVCHKKBN,INSTID,INSTDT,UPDTID,UPDTDT
3501-66002AA00,1,10,PA,1515,仮,0,0,25,0,10,,,2,2,,,,
3501-66002AC00,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66002BC00,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66002CA00,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66002DA00,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66052AA36,1,10,PA,1515,仮,0,0,20,0,10,,,2,2,,,,
3501-66052BA36,1,10,PA,1515,仮,0,0,20,0,10,,,2,2,,,,
3501-66053AA36,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66053CA36,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66053DA36,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66053EB26,1,10,PA,1515,仮,0,0,23,0,10,,,2,2,,,,
3501-66053EB36,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3501-66053FA36,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3502-607AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3504-607AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3504-607AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3504-607AC,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
352B-633BA33,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
352B-633CA30,1,10,PL,1973,仮,0,0,15,0,10,,,2,2,,,,
352B-633CA33,1,10,PL,1973,仮,0,0,10,0,10,,,2,2,,,,
352B-633DA30,1,10,PL,1973,仮,0,0,20,0,10,,,2,2,,,,
352B-633DA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
352B-651AA,1,10,PL,1973,仮,0,0,20,0,10,,,2,2,,,,
3538-502AB30,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
3538-502AB34,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
3549-502AA34,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
3549-601AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
355-633FA30,1,10,PL,3861,仮,0,0,30,0,10,,,2,2,,,,
355-633GA30,1,10,PL,無し,仮,0,0,25,0,10,,,2,2,,,,
355-633HA30,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
3550-601AB34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
3551-509AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3551-601AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
3551-609AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
3551-609AB,1,10,PA,1515,仮,0,0,23,0,10,,,2,2,,,,
3561-601AA34,1,10,MC,1042,仮,0,0,0,0,10,,,2,2,,,,
3562-502AA34,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
3609-545AA,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
3644-502EA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
3657-601AA34,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
3709-502AA34,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
3709-601AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
3922-601EA36,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4107-601EA30,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4107-608AA30,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
4108-601EA26,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4109-601EA36,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4305-502DA18,1,10,PL,3734,仮,0,0,0,0,10,,,2,2,,,,
4305-502DA19,1,10,PL,3734,仮,0,0,0,0,10,,,2,2,,,,
4305-502DA20,1,10,PL,3734,仮,0,0,0,0,10,,,2,2,,,,
4305-502DA21,1,10,PL,3734,仮,0,0,0,0,10,,,2,2,,,,
4305-502DA22,1,10,PL,3734,仮,0,0,0,0,10,,,2,2,,,,
4307-501BA16,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-501BA17,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-501BA18,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-501BA19,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-501BA20,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-501BA21,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-501BA24,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA13,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA13,2,20,L2,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA14,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA14,2,20,L2,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA16,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA17,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA18,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA19,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA20,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA21,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA22,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-608AA24,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA13,1,10,L1,無し,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA13,2,20,L2,1797,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA14,1,10,L1,3044,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA16,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA17,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA18,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA18,2,20,L2,3994,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA19,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA20,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA21,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
4307-652AA24,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
435-503AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
435-503CA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
4406-604AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
4412-435BA30,1,10,PA,9999,仮,0,0,0,0,10,,,2,2,,,,
4412-502AA30,1,10,L1,2787,仮,0,0,0,0,10,,,2,2,,,,
474-501AB34-1,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
474-501AB34-2,1,10,LA,3755,仮,0,0,0,0,10,,,2,2,,,,
474-501AB34-3,1,10,LA,3279,仮,0,0,0,0,10,,,2,2,,,,
479-501AB3338,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
479-501AB3338,2,20,LA,1800,仮,0,0,0,0,10,,,2,2,,,,
485-532AA30,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
485-532AA34,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
485-533AA33,1,10,PL,1973,仮,0,0,25,0,10,,,2,2,,,,
485-533AA34,1,10,PL,3861,仮,0,0,20,0,10,,,2,2,,,,
485-533AB30,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
485-533BA33,1,10,PL,1973,仮,0,0,25,0,10,,,2,2,,,,
485-533BA34,1,10,PL,3861,仮,0,0,20,0,10,,,2,2,,,,
485-533BB30,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
485-533CA33,1,10,PL,1973,仮,0,0,25,0,10,,,2,2,,,,
485-533CA34,1,10,PL,3861,仮,0,0,20,0,10,,,2,2,,,,
485-533CB30,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
485-533DA33,1,10,PL,1973,仮,0,0,25,0,10,,,2,2,,,,
485-533DA34,1,10,PL,3861,仮,0,0,20,0,10,,,2,2,,,,
485-533DB30,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
485-533EA33,1,10,PL,1973,仮,0,0,25,0,10,,,2,2,,,,
485-533EA34,1,10,PL,3861,仮,0,0,20,0,10,,,2,2,,,,
485-533EB30,1,10,PL,3861,仮,0,0,25,0,10,,,2,2,,,,
485-633BA36,1,10,PL,1973,仮,0,0,20,0,10,,,2,2,,,,
485-633DA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
485-634AA,1,10,MV,無し,仮,0,0,0,0,10,,,2,2,,,,
485-651AA,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5121-502EA40,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5121-502EA42,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5121-601BB34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5121-601BB34,2,20,LA,1797,仮,0,0,0,0,10,,,2,2,,,,
5121-601BB36,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5121-601BB36,2,20,LA,1797,仮,0,0,0,0,10,,,2,2,,,,
5131-641AB38,1,10,L1,3199,仮,0,0,0,0,10,,,2,2,,,,
5142-502EA34,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
5142-502EA36,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5142-502EA38,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
5142-601AA33-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
5143-502AA17,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5143-502EA15,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5143-502EA17,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5143-502EA19,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5143-502EA20,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5143-502EA24,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5143-502EB18,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5143-502JA18,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5145-502AA08,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5145-502EA20,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5145-502EA22,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5145-502EA24,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5145-502JA08,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5154-501AA34-1,1,10,LA,3279,仮,0,0,0,0,10,,,2,2,,,,
5154-601AA30-1,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
5165-601AA30-1,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
5172-601AA33-JTEC,1,10,LA,3224,仮,0,0,0,0,10,,,2,2,,,,
5202-531AA33,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5202-531AA36,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5202-531BA33,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5202-531BA36,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
5202-531CA33,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5202-531CA36,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
5202-545BA,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5202-633AA36,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
5202-633BA33,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5202-633BA36,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5202-633CA33,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5202-633CA36,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5202-633DA36,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
5202-633EA36,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
5202-661AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
5203-533AA33,1,10,PL,無し,仮,0,0,25,0,10,,,2,2,,,,
5203-533BA33,1,10,PL,無し,仮,0,0,25,0,10,,,2,2,,,,
5203-533CA33,1,10,PL,無し,仮,0,0,25,0,10,,,2,2,,,,
5203-533DA33,1,10,PL,無し,仮,0,0,25,0,10,,,2,2,,,,
5207-563AA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5207-633AA34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5207-633AB34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5207-633AC34,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
5207-633BA34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5207-633BB34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5207-633CB34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5208-501AA34-1,1,10,LA,3279,仮,0,0,0,0,10,,,2,2,,,,
5208-633AA34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5208-633BA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5208-633CA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5211-501AA34-1,1,10,LA,3279,仮,0,0,0,0,10,,,2,2,,,,
5212-501AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5212-501AA34,2,20,LA,1797,仮,0,0,0,0,10,,,2,2,,,,
5212-501AA34-1,1,10,LA,3279,仮,0,0,0,0,10,,,2,2,,,,
5212-502AA34,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
5212-601AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5212-601AA34,2,20,LA,1797,仮,0,0,0,0,10,,,2,2,,,,
522-652AB26,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
522-652AB30,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
523-601EA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
523-608AA28,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
523-652AB24,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
5308-601AB38,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5308-601AB38,2,20,LA,1797,仮,0,0,0,0,10,,,2,2,,,,
5308-633AA30,1,10,PL,9999,仮,0,0,20,0,10,,,2,2,,,,
5308-633AA33,1,10,PL,9999,仮,0,0,20,0,10,,,2,2,,,,
5308-633BA30,1,10,PL,1973,仮,0,0,20,0,10,,,2,2,,,,
5308-633BA33,1,10,PL,1973,仮,0,0,20,0,10,,,2,2,,,,
5500-505CA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
5500-505DA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
5500-505EA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
5500-505FA,1,10,MC,3994,仮,0,0,0,0,10,,,2,2,,,,
5500-505FA,2,20,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
5517-502EA30,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5520-573AA,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5528-633AA30,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5528-633BA30,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5536-601AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5536-601AA34,2,20,LA,1797,仮,0,0,0,0,10,,,2,2,,,,
5536-641AA34,1,10,L1,3199,仮,0,0,0,0,10,,,2,2,,,,
5546-501AB38,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5546-501AB38,2,20,LA,1797,仮,0,0,0,0,10,,,2,2,,,,
560-607B,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
560-609,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
5604-633AA33,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5604-633BA33,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5606-633AA34,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
5607-633AA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5609-502AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
5609-633AA34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
5610-633AA30,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5610-633AA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5610-633AB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5610-633BA30,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5610-633BA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
5610-633BB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5612-633AA34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5612-633BA34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5612-633CA34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
5612-633CB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
57-642CB,1,10,PA,3406,仮,0,0,3,0,10,,,2,2,,,,
57-642DA,1,10,PA,1515,仮,0,0,5,0,10,,,2,2,,,,
57-642DB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
57-642EA,1,10,PA,1515,仮,0,0,3,0,10,,,2,2,,,,
580-609CB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
580-609DC,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
580-609DD,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
603-605HA,1,10,MC,無し,仮,0,0,0,0,10,,,2,2,,,,
603-605HA,2,20,PA,3861,仮,0,0,0,0,10,,,2,2,,,,
603-609,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
603-609AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
603-609CB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
606-672B,1,10,HT,無し,仮,0,0,75,0,10,,,2,2,,,,
608-608AA28,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
608-652AA26,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
610-502AA30,1,10,L1,2787,仮,0,0,0,0,10,,,2,2,,,,
610-502AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
610-652AA26,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
610-652AA30,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
6102-633AA30,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
6102-633AB30,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
6102-633BA30,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
6102-633BB30,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
6102-633CA30,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
612-601AA30,1,10,L1,3199,仮,0,0,0,0,10,,,2,2,,,,
612-601AA34,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
620-536X,1,10,HT,無し,仮,0,0,25,0,10,,,2,2,,,,
6201-633AA34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
6201-633AB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6201-633CA34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6201-633CB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6201-633DA34,1,10,PL,無し,仮,0,0,25,0,10,,,2,2,,,,
6201-633DB34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
6201-633EA34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
6201-633EB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6201-633FA34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
6201-633FB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6201-633GA34,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
6201-633GB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6201-661AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
6204-540BA,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
6206-501BB34,1,10,L1,1800,仮,0,0,0,0,10,,,2,2,,,,
6206-501BB34,2,20,LA,1800,仮,0,0,0,0,10,,,2,2,,,,
6207-633AA34,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
6207-633AB34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
6207-633AC34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6207-633BA34,1,10,PL,9999,仮,0,0,0,0,10,,,2,2,,,,
6207-633BB34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
6207-633BC34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
6207-633CA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
6207-633CB34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6207-633DA34,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
6207-648AB,1,10,PA,1973,仮,0,0,0,0,10,,,2,2,,,,
6209-633AA34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
6209-633BA34,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
631-607AB,1,10,PA,1515,仮,0,0,35,0,10,,,2,2,,,,
631-607CA,1,10,PA,1515,仮,0,0,35,0,10,,,2,2,,,,
631-609AB,1,10,PA,1515,仮,0,0,40,0,10,,,2,2,,,,
631-609AC,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
631-609BB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
631-609DA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
631-609DB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
631-609EB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
631-609FA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
65-568BX,1,10,HT,無し,仮,0,0,0,0,10,,,2,2,,,,
65-594,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
65-595,1,10,PL,無し,仮,0,0,0,0,10,,,2,2,,,,
720-605D,1,10,PA,3861,仮,0,0,0,0,10,,,2,2,,,,
740-604A,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
740-604B,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
740-607,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
77-641,1,10,AO（無）,1973,仮,0,0,0,0,10,,,2,2,,,,
77-641B,1,10,AO（無）,1042,仮,0,0,0,0,10,,,2,2,,,,
81-405LA260,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
810-504,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
810-504B,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
814-605B,1,10,PA,3861,仮,0,0,0,0,10,,,2,2,,,,
816-609,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
816-609AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
850-604DB30,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
850-604DBS30,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
880-601EA36,1,10,L1,1797,仮,0,0,0,0,10,,,2,2,,,,
886-608AA32,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
90-225A,1,10,MC,3994,仮,0,0,0,0,10,,,2,2,,,,
90-230DB,1,10,HT,3653,仮,0,0,75,0,10,,,2,2,,,,
90-230DB,2,20,G,無し,仮,0,0,75,0,10,,,2,2,,,,
90-231S,1,10,MC,3994,仮,0,0,0,0,10,,,2,2,,,,
90-231S,2,20,PA,3994,仮,0,0,0,0,10,,,2,2,,,,
90-308,1,10,PA,1515,仮,0,0,30,0,10,,,2,2,,,,
90-422,1,10,PA,無し,仮,0,0,0,0,10,,,2,2,,,,
90-467,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
90-472B,1,10,MV,3994,仮,0,0,0,0,10,,,2,2,,,,
90-480BA,1,10,PL,1973,仮,0,0,20,0,10,,,2,2,,,,
90L-701A,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
90L-701C,1,10,PL,3861,仮,0,0,0,0,10,,,2,2,,,,
953-509,1,10,PL,1973,仮,0,0,25,0,10,,,2,2,,,,
956-504,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
956-604AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
960-451AA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
960-545AA,1,10,PL,1973,仮,0,0,0,0,10,,,2,2,,,,
960-609CB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
960-609DB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
960-609EA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
96018CL4,1,10,GR（無）,3072,仮,0,0,48,0,10,,,2,2,,,,
96032CL5,1,10,GR（無）,3072,仮,0,0,48,0,10,,,2,2,,,,
962-653BA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
970-405FA340,1,10,L1,3801,仮,0,0,0,0,10,,,2,2,,,,
970-607AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
971-652AD16,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD17,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD18,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD18,2,20,L2,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD19,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD20,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD21,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD24,1,10,L1,3994,仮,0,0,0,0,10,,,2,2,,,,
971-652AD26,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
971-652AD30,1,10,L1,3279,仮,0,0,0,0,10,,,2,2,,,,
972-607CA,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
972-609CB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
972-609EB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
975-604AB,1,10,PA,1515,仮,0,0,0,0,10,,,2,2,,,,
