No.,記入日,記入者,発注部番（数字・ｶﾀｶﾅは半角）,品名（数字・ｶﾀｶﾅは半角）,個数,単価,納期（必須）,工具受領日,業者コード,業者名略称,合計金額,備考,注文書発行日,注文番号,検収日,部品注文番号／組立番号／製作依頼番号,完成部番,比率（分子（素材））,比率（分母（完成部番））,備考
328,6/9,森野,SKD11-6.35X205X110,SKD11-6.35X205X110,44,"3,700",2020/6/10,済,3045,大同DMソリューション,"162,800",6/10森野殿メール,2020/6/10,E4017789,2020/6/29,6ER,5165-504AB,1 ,10 ,1枚で10個取れる
329,6/9,森野,SKD11-6.35X205X110,SKD11-6.35X205X110,10,"3,700",2020/6/12,済,3045,大同DMソリューション,"37,000",6/10森野殿メール,2020/6/10,E4017788,2020/6/29,7/2次 G010,5179-504AA,1 ,8 ,寸法不良のものが出たため追加注文
330,6/10,万代,S50C-9X60X390,S50C-9X60X390 4F 2G,9,"3,270",2020/6/12,済,3315,京阪プレート,"29,430",6/10万代殿メール,2020/6/12,E4019621,2020/6/26,PM-4843101,KD65-00923AA,1 ,198 ,1枚で22個取り
331,6/10,万代,S50C-11X40X390,S50C-11X40X390 4F 2G,8,"2,360",2020/6/12,済,3315,京阪プレート,"18,880",6/10万代殿メール,2020/6/12,E4019622,2020/6/26,PM-4843101,KD65-00824AA,8 ,192 ,1枚で24個取り
332,6/10,万代,S50C-7X60X390,S50C-7X60X390 4F,10,"1,560",2020/6/12,済,3315,京阪プレート,"15,600",6/10万代殿メール,2020/6/12,E4019623,2020/6/26,PM-4843101,KD65-00925EA,10 ,200 ,1枚で20個取り
333,6/22,万代,SK3-8X50X390,SK3-8X50X390 4F,20,"2,600",2020/6/26,済,3045,大同DMソリューション,"52,000",6/26万代殿メール,2020/6/26,E4027157,2020/6/30,"PE-2311501,PE-2311502",YCM-160CC,20 ,100 ,1枚で5個取り
334,6/22,万代,S50C-21X22.5X30,S50C-21X22.5X30 6F,2,530,2020/6/26,済,3045,大同DMソリューション,"1,060",6/26万代殿メール,2020/6/26,E4027158,2020/6/30,PM-4840805,00-1146AA380,2 ,2 ,
335,7/2,万代,SK3-6X50X390,SK3-6X50X390 4F,8,"2,500",2020/7/6,済,3045,大同DMソリューション,"20,000",7/2万代殿メール,2020/7/2,E4035052,2020/7/15,CMR-20140,TS-5342BA,8 ,120 ,1枚で15個取り
336,7/2,万代,SK3-8.5X60X390,SK3-8.5X60X390 4F,3,"2,600",2020/7/6,済,3045,大同DMソリューション,"7,800",7/2万代殿メール,2020/7/2,E4035053,2020/7/15,20C08-01,YCF-169AA,3 ,42 ,1枚で14個取り
337,7/8,植木,SKD11-9.0X32X400,SKD11-9.0(±0.02)X32(+3/0)X400(+3/0) 2G,10,"3,900",2020/7/8,済,3045,大同DMソリューション,"39,000",7/8植木殿メール,2020/7/13,E4048327,2020/7/22,CMR-20149,"TS-5315YA,TS5315XA",1 ,7 ,
338,7/13,万代,SK3-2X80X390,SK3-2X80X390 4F,1,"3,670",2020/7/15,済,3315,京阪プレート,"3,670",7/13植木殿メール,2020/7/13,E4048412,2020/7/29,PM-4841901,YS65-12601GA,12 ,1 ,1枚で12個取り
339,7/13,万代,SS400-12X120X215,SS400-12X120X215 6F,1,"1,540",2020/7/14,済,3315,京阪プレート,"1,540",7/13植木殿メール,2020/7/13,E4048413,2020/7/29,CMR-20136,TS-5392AA,2 ,1 ,1枚で2個取り
340,7/13,森野,SKD11-4.8X60X390,SKD11-4.8X60X390 4F2G,3,"6,740",2020/7/15,済,3315,京阪プレート,"20,220",7/13森野殿メール,2020/7/13,E4048415,2020/7/29,CMR-20141,TS-5346JB30,1 ,7 ,1枚で7個取り
341,7/13,植木,A2017-21X24.3X36,A2017-21X24.3X36 6F,13,530,2020/7/15,済,3315,京阪プレート,"6,890",7/13植木殿メール,2020/7/13,E4048432,2020/7/29,CMR-20152,TS-5314AD,1 ,1 ,
342,7/13,植木,A2017-4.8X19.2X23.2,A2017-4.8X19.2X23.2 6F,13,687,2020/7/15,済,1136,白銅（株）,"8,931",7/13植木殿メール,2020/7/13,E4048433,2020/7/29,CMR-20152,TS-5314BC,1 ,1 ,
343,7/22,万代,SK3-7.5X70X390,SK3-7.5X70X390 4F,2,"3,570",2020/7/28,済,3315,京阪プレート,"7,140",7/22万代殿メール,2020/7/22,E4063156,2020/7/31,CMR-20150,TS-5341GB,1 ,14 ,1枚で14個取り
344,7/27,万代,SK3-5.5X60X120,SK3-5.5X60X120 4F,1,"1,440",2020/8/3,済,3315,京阪プレート,"1,440",7/28万代殿メール,2020/7/28,E4067406,2020/8/11,CMR-20166,TS-5340BA,1 ,14 ,1枚で14個取り
345,7/28,植木,SS400-12X19X62.5,SS400-12X19X62.5 6F,5,520,2020/8/3,済,3045,大同DMソリューション,"2,600",7/28植木殿メール,2020/7/28,E4067407,2020/8/13,20C08-01(7SP),5180-643AA,1 ,1 ,
346,7/28,植木,SKD11-20X65X400,SKD11-20X65X400 6F,4,"7,190",2020/8/3,済,3045,大同DMソリューション,"28,760",7/28植木殿メール,2020/7/28,E4067408,2020/8/13,10/1次　K001～K002,1151-420AA48,1 ,4 ,1枚で4個取り
347,8/3,荒井,SS400-30.5X400X40,SS４００　30.5X400X40 6F,5,"1,810",2020/8/6,済,3045,大同DMソリューション,"9,050",8/3荒井殿メール,2020/8/4,E4077080,2020/8/31,20C08-01(7SP),5180-634AA30,1 ,8 ,一枚で8個取り
348,8/17,阪本,S50C-22X120X200,S50C-22X120X200 6F 4-C1,2,"2,350",2020/8/18,済,3315,京阪プレート,"4,700",8/17阪本殿メール,2020/8/17,E4091792,2020/8/27,"PE-2315205, PJ-0367402","KS91-00301EA34, BA34",1 ,1 ,
349,8/17,阪本,SKD11-20X30X40,SKD11-20X30X40 6F,3,"1,140",2020/8/18,済,3315,京阪プレート,"3,420",8/17阪本殿メール,2020/8/17,E4091793,2020/8/26,PE-2315205,"KS91-00302BA34, BB34, BC34",1 ,1 ,
350,8/17,阪本,S50C-20X130X200,S50C-20X130X200 6F,8,"2,020",2020/8/18,済,3315,京阪プレート,"16,160",8/17阪本殿メール,2020/8/17,E4091794,2020/8/26,"10/1次 K001～K002, 10月 K045,046,047, 11月 L039,040,041,042","E-26820GA48, EA38",1 ,2 ,現場依頼で素材予備3個含む
351,8/17,万代,SK3-7.5X70X390,SK3-7.5X70X390 4F,2,"2,890",2020/8/19,済,3045,大同DMソリューション,"5,780",8/17万代殿メール,2020/8/19,E4097051,2020/8/31,PC-2010501,TS-5341GB,1 ,14 ,1枚で14個取り
352,8/17,万代,S50C-20X105X170,S50C-20X105X170 6F,1,"1,660",2020/8/20,済,3315,京阪プレート,"1,660",8/17万代殿メール,2020/8/19,E4097052,2020/8/26,10/1次　K001～K002,E-26820GA48,1 ,2 ,1枚で2個取り
353,8/19,阪本,SS400-12.5X19X60.3,SS400 12.5X19X60.3 6F,6,590,2020/8/21,済,3315,京阪プレート,"3,540",8/19阪本殿メール,2020/8/20,E4099663,2020/8/26,CMR-20175,TS-5403BA,1 ,1 ,
354,8/24,阪本,S50C-16X60X400,S50C 16X60X400 6F,5,"2,140",2020/8/25,済,3315,京阪プレート,"10,700",8/24阪本殿メール,2020/8/26,E4107613,2020/8/31,CMR-20173,TS-5350CA,1 ,10 ,
355,8/26,荒井,FC250-62X30X42.5,FC250-62X30X42.5 6F,1,"1,180",2020/9/2,済,3315,京阪プレート,"1,180",8/26荒井殿メール,2020/8/26,E4107677,2020/9/9,CMR-20180,KD91-02102KA,1 ,1 ,
356,8/26,荒井,FC250-25X60.5X100,FC250-25X60.5X100 6F,1,"1,630",2020/9/2,済,3315,京阪プレート,"1,630",8/26荒井殿メール,2020/8/26,E4107678,2020/9/9,CMR-20180,KD91-02101FA,1 ,1 ,
357,8/27,森野,SK3-35X46X3,SK3-35X46X3 6F,1,"1,150",2020/9/1,済,3315,京阪プレート,"1,150",8/27森野殿メール,2020/8/27,E4110497,2020/9/9,10/1次　K001,B336-504BA48,1 ,1 ,
358,9/2,万代,SK3-6X50X390,SK3-6X50X390 4F,20,"2,360",2020/9/4,済,3315,京阪プレート,"47,200",9/2万代殿メール,2020/9/2,E4119126,2020/9/9,"11/7次 L053,L054 11/8次 L055,L056",YCF-137YB,1 ,14 ,1枚で14個取り
359,9/23,万代,SK3-6.25X50X390,SK3-6.25X50X390 4F,5,"2,060",2020/9/28,済,3045,大同DMソリューション,"10,300",9/23万代殿メール,2020/9/24,E4164567,2020/9/30,12/2次 20SKM124,YS65-16801AB,1 ,12 ,1枚で12個取り
360,9/23,荒井,SKD11-21x30x22.5,SKD11 21x30x22.5 6F,3,"1,140",2020/9/28,済,3045,大同DMソリューション株式会社,"3,420",9/23荒井殿メール,2020/9/24,E4164568,2020/9/30,PM-4857404,00-1146AA380,3 ,3 ,六面フライス
361,9/28,森野,SK3-8.8X60X390,SK3-8.8X60X390 4F,3,"2,350",2020/10/2,済,3045,大同DMソリューション株式会社,"7,050",9/28森野殿メール,2020/9/28,E4168449,2020/10/7,CMR-20211,TS-5350DA,1 ,22 ,1枚で22個取り
362,9/29,荒井,A2017-21X24.3X36,A2017 21x24.3x36 6F,13,530,2020/10/2,済,3315,京阪プレート,"6,890",9/29荒井殿メール,2020/9/29,E4173026,2020/10/14,CMR-20198,TS-5314AE,13 ,13 ,
363,9/29,荒井,A2017-4.8X19.2X23.2,A2017 4.8x19.2x23.2 6F,13,687,2020/10/2,済,1136,白銅（株）,"8,931",9/29荒井殿メール,2020/9/29,E4173027,2020/10/9,CMR-20198,TS-5314BD,13 ,13 ,
364,9/28,森野,SKD11-7.5X60X390,SKD11-7.5X60X390 4F,11,"3,270",2020/10/7,済,3045,大同DMソリューション株式会社,"35,970",10/2森野殿メール,2020/10/5,E4192125,2020/10/14,CMR-20168,"3164-531AA30,532AA30,533AA30",1 ,10 ,1枚で10個取り(予備で1枚追加)
365,10/6,森野,SS400-25X240X440,SS400-25X240X440 4F,1,"6,040",2020/10/9,済,3045,大同DMソリューション株式会社,"6,040",10/7森野殿メール,2020/10/7,E4196639,2020/10/14,CMR-20213,TS-5411-211BA,1 ,1 ,
366,10/6,森野,SS400-26X163X227,SS400-26X163X227 4F,1,"2,340",2020/10/9,済,3045,大同DMソリューション株式会社,"2,340",10/7森野殿メール,2020/10/7,E4196640,2020/10/14,CMR-20213,TS-5411-210BA,1 ,1 ,
367,10/8,植木,SS400-40X75X225 ,SS400-40X75X225 6F 4-C3,2,"2,280",2020/10/14,済,3045,大同DMソリューション株式会社,"4,560",10/8植木殿メール,2020/10/8,E4202194,2020/10/20,CMR-20224,TS-5408DA08,1 ,1 ,
368,10/8,植木,STK400-48.6X3.2X605,STK400-φ48.6Xt3.2X605,1,630,2020/10/14,済,3412,まや鋼業,630,10/8植木殿メール,2020/10/8,E4202195,2020/10/16,CMR-20224,TS-5408DA05,1 ,1 ,
369,10/8,植木,STKM13A-31.8X6X605,STKM13A-φ31.8Xt6x605,1,610,2020/10/14,済,1130,阪神メタリックス,610,10/8植木殿メール,2020/10/8,E4202196,2020/10/16,CMR-20224,TS-5408DA04,1 ,1 ,
370,10/8,植木,STKM13A-40X3.5X605,STKM13A-φ40Xt3.5x605,1,610,2020/10/14,済,1130,阪神メタリックス,610,10/8植木殿メール,2020/10/8,E4202197,2020/10/16,CMR-20224,TS-5408DA03,1 ,1 ,
371,10/13,万代,SK3-4.9X60X390,SK3-4.9X60X390 4F,4,"2,010",2020/10/15,済,3045,大同DMソリューション,"8,040",10/13万代殿メール,2020/10/13,E4218807,2020/10/21,12/5次 M042,YCF-171AA,1 ,18 ,1枚で18個取り
372,10/27,万代,SK3-5.8X60X390,SK3-5.8X60X390 4F,2,"2,100",2020/10/27,済,3045,大同DMソリューション株式会社,"4,200",10/27万代殿メール,2020/10/28,E4281902,2020/10/30,PE-2323802,YCF-168AA,1 ,17 ,1枚で17個取り
373,10/30,万代,SS400-4.5X25X200,SS400-4.5X25X200 4F,1,690,2020/11/5,済,3999,双葉電子工業株式会社,690,10/30万代殿メール,2020/10/30,E4293895,2020/11/26,CMR-20236,TS-5414BA,1 ,1 ,
374,10/30,万代,SS400-26X74X16,SS400-26X74X16 6F,1,426,2020/11/5,済,3999,双葉電子工業株式会社,426,10/30万代殿メール,2020/10/30,E4293896,2020/11/26,CMR-20238,TS-5415BA,1 ,1 ,
375,10/30,万代,S50C-20X130X200,S50C-20X130X200 6F,6,"1,442",2020/11/5,済,3999,双葉電子工業株式会社,"8,652",10/30万代殿メール,2020/10/30,E4293897,2020/11/26,"12月計画 M030,M031,M032,M033",E-26820EA38,1 ,1 ,
376,10/30,万代,FC250-30X50X100,FC250-30X50X100 6F,2,"1,520",2020/11/5,済,3999,双葉電子工業株式会社,"3,040",10/30万代殿メール,2020/10/30,E4293898,2020/11/26,"PF-9319608,PF-9319616",KS91-03401DA,1 ,1 ,
377,10/30,万代,S50C-33X100X50.5,S50C-33X100X50.5 6F,1,810,2020/11/4,済,3045,大同DMソリューション株式会社,810,10/30万代殿メール,2020/10/30,E4293899,2020/11/12,CMR-20238,TS-5415AA,1 ,1 ,
378,10/30,万代,SK3-3X50X100,SK3-3X50X100 2F2G,10,"2,330",2020/11/4,済,3045,大同DMソリューション株式会社,"23,300",10/30万代殿メール,2020/10/30,E4293900,2020/11/12,"12/5次 M042,12/6次 M044","5181-506BA,5521-504BA20",1 ,1 ,
379,11/12,万代,SK3-5.5X50X120,SK3-5.5X50X120 4F,2,770,2020/11/16,済,3045,大同DMソリューション株式会社,"1,540",11/12万代殿メール,2020/11/12,E4345557,2020/11/20,CMR-20234,TS-5340CA,7 ,1 ,1枚で7個取り
380,11/12,万代,SK3-6X50X390,SK3-6X50X390 4F,12,"2,060",2020/11/16,済,3045,大同DMソリューション株式会社,"24,720",11/12万代殿メール,2020/11/12,E4345558,2020/11/20,"2/7次　21DKB049,50",YCF-137YB,14 ,1 ,1枚で14個取り
381,11/16,万代,SS400-9X60X240,SS400-9X60X240 4F,1,740,2020/11/18,済,3045,大同DMソリューション株式会社,740,11/16万代殿メール,2020/11/16,E4355987,2020/11/26,12/5次　20DKM042,KF12-01406AA,3 ,1 ,1枚で3個取り
382,11/17,植木,S50C-20X130X200,S50C-20X130X200 6F,3,"2,050",2020/11/19,済,3315,京阪プレート,"6,150",11/16植木殿メール,2020/11/17,E4360940,2020/11/26,"2/2,4,5,7次　B043,B044,B045,B046",E-26820EA38,1 ,2 ,1枚で2個取り　1枚予備
383,11/17,植木,SKD11-9X32X400,SKD11-9(±0.02)X32X400 4F2G,10,"4,790",2020/11/19,済,3315,京阪プレート,"47,900",11/16植木殿メール,2020/11/17,E4360941,2020/11/26,CMR-20248,"TS-5418AA,TS5418BA",1 ,7 ,1枚で7個取り
384,11/18,万代,SS400-21X50X50,SS400-21X50X50 6F,1,570,2020/11/20,済,3045,大同DMソリューション株式会社,570,11/17万代殿メール,2020/11/17,E4360942,2020/11/26,CMR-20247,KF20-08103AA,1 ,1 ,
385,11/18,万代,SS400-25X45X140,SS400-25X45X140 6F,1,710,2020/11/20,済,3045,大同DMソリューション株式会社,710,11/17万代殿メール,2020/11/17,E4360943,2020/11/26,CMR-20247,KF20-08006AA,1 ,1 ,
386,11/18,万代,S50C-12X20X26.5,S50C-12X20X26.5 6F,1,510,2020/11/20,済,3045,大同DMソリューション株式会社,510,11/17万代殿メール,2020/11/17,E4360944,2020/11/26,CMR-20238,KS91-00703CA,1 ,1 ,
387,11/26,植木,PT-POM-55X350,POM(ジュラコン)丸棒(白)-φ55x350,1,"3,079",2020/11/27,済,1136,白銅（株）,"3,079",11/26植木殿メール,2020/11/26,E4396705,2020/12/8,CMR-20257,KF20-08303BA,1 ,2 ,1個で2個取り　
388,11/27,阪本,PT-SS400-55X2000,SS400-Φ55X2000,1,"7,900",2020/12/2,済,3412,まや鋼業,"7,900",11/27阪本殿メール,2020/12/1,E4416889,2020/12/9,CMR-20257,KF20-08304AA,1 ,1 ,
389,12/1,植木,PT-S45C-100X25,S45C-Φ100x25,1,"1,739",2020/12/2,済,1136,白銅（株）,"1,739",12/1植木殿メール,2020/12/1,E4416890,2020/12/9,CMR-20239,TS-3813DA,1 ,1 ,
390,12/1,植木,PT-SK3-30.5X30X80,SK3-30.5X30X80 6F,1,"1,250",2020/12/3,済,3315,京阪プレート,"1,250",12/1植木殿メール,2020/12/1,E4416891,2020/12/14,CMR-20239,TS-3813JA,1 ,4 ,1枚で4個取り
391,12/1,植木,PT-S50C-32.8X100X150,S50C-32.8X100X150 6F2G 1-C1,1,"2,570",2020/12/3,済,3315,京阪プレート,"2,570",12/1植木殿メール,2020/12/1,E4416892,2020/12/14,CMR-20239,TS-3813NA,1 ,1 ,
392,12/1,新谷,PT-SK5-0.32X33X100,SK5(ダル材、熱処理済)-0.32X33X100,100,200,2020/12/15,済,2829,寺内製作所,"20,000",12/1新谷殿メール,2020/12/2,E4422019,2020/12/18,CMR-20239,"TS-3813KA,LA,MA",1 ,1 ,
393,12/8,植木,PT-SS400-9X50X100 ,SS400-9X50X100 6F,1,700,2020/12/10,済,3315,京阪プレート,700,12/8植木殿メール,2020/12/11,E4452309,2020/12/29,21SKB123,DS61-03001RB,1 ,1 ,
394,12/8,植木,PT-S50C-14X53X150,S50C-14X53X150 6F,1,950,2020/12/10,済,3315,京阪プレート,950,12/8植木殿メール,2020/12/11,E4452310,2020/12/29,21SKB123,ES66-00209CA34,1 ,1 ,
395,12/8,植木,PT-S50C-20X130X200,S50C-20X130X200 6F,6,"2,020",2020/12/10,済,3315,京阪プレート,"12,120",12/8植木殿メール,2020/12/11,E4452311,2020/12/29,"3月生産計画 C011,012,013,014,015",E-26820EA38,1 ,2 ,
396,12/9,万代,PT-SK3-6X50X390,SK3-6X50X390 4F,19,"2,060",2020/12/15,済,3045,大同DMソリューション株式会社,"39,140",12/8万代殿メール,2020/12/11,E4452312,2020/12/24,3/1次 21DKC016-018,YCF-137YB,14 ,1 ,1枚で14個取り
397,12/15,植木,PT-FC250-30X50X100,FC250-30X50X100 6F,2,"1,580",2020/12/16,済,3315,京阪プレート,"3,160",12/15植木殿メール,2020/12/16,E4468856,2020/12/29,PE-2330310,KS91-03401DA,1 ,1 ,
398,12/15,植木,PT-SKD11-20X30X40,SKD11-20X30X40 6F,3,"1,140",2020/12/16,済,3315,京阪プレート,"3,420",12/15植木殿メール,2020/12/16,E4468857,2020/12/29,PS-0009101,"KS91-00302BA30,BB30,BC30",1 ,1 ,
399,12/15,植木,PT-S50C-15X115X190,S50C-15X115X190,1,"1,760",2020/12/18,済,3045,大同DMソリューション株式会社,"1,760",12/15植木殿メール,2020/12/16,E4468858,2020/12/29,PS-0009101,KS-00301KA30,1 ,1 ,
400,12/21,植木,PT-SS400-6X100X120,SS400-6X100X120 6F 4-C5,10,840,2020/12/22,済,3315,京阪プレート,"8,400",12/21植木殿メール,2020/12/21,E4485130,2020/12/29,CMR-20280,SPL-2846BA,1 ,1 ,
401,12/21,植木,PT-SS400-9X50X100 ,SS400-9X50X100 6F,1,640,2020/12/24,済,3045,大同DMソリューション株式会社,640,12/21植木殿メール,2020/12/21,E4485121,2020/12/29,21C03-01,DS61-03001RB,1 ,1 ,
402,12/21,植木,PT-S50C-16X19.5X50,S50C-16X19.5X50 6F,1,600,2020/12/24,済,3045,大同DMソリューション株式会社,600,12/21植木殿メール,2020/12/21,E4485122,2020/12/29,21SKB123,ES66-00208BA34,1 ,1 ,
403,12/24,荒井,PT-POMX70X310,POM(ジュラコン)丸棒(白)-φ70x310,1,"4,105",2021/1/8,済,1136,白銅(株),"4,105",12/24荒井殿メール,2020/12/24,E4501757,2021/1/7,CMR-20288 EAD-2.4R ドッファー試作部品,KF20-08303BB-F1,1 ,2 ,工藤による実績あり、見積り番号32435617
404,12/24,阪本,PT-S50C-16X64X110,S50C-16X64X110,1,649,2021/1/6,済,3999,双葉電子工業株式会社,649,12/24阪本殿メール,2020/12/24,E4501758,2021/1/14,CMR-20295,TS-5413GA,1 ,1 ,
405,12/24,阪本,PT-S50C-16X120X200,S50C-16X120X200,1,"1,203",2021/1/6,済,3999,双葉電子工業株式会社,"1,203",12/24阪本殿メール,2020/12/24,E4501759,2021/1/14,CMR-20295,TS-5413FA,1 ,1 ,
406,1/8,万代,PT-SK3-4.9X60X390,SK3-4.9X60X390 4F,4,"2,010",2021/1/13,済,3045,大同DMソリューション株式会社,"8,040",1/8万代殿メール,2021/1/8,E4541626,2021/1/19,4/2次 21DKD022,YCF-171AA,18 ,1 ,1枚で18個取り
407,1/13,万代,PT-SK3-6.5X45X390,SK3-6.5X45X390 4F,2,"2,010",2021/1/18,済,3045,大同DMソリューション株式会社,"4,020",1/13万代殿メール,2021/1/13,E4554988,2021/1/27,PJ-0390613,YCF-116NAP,13 ,1 ,1枚で13個取り
408,1/13,万代,PT-SK3-7.5X45X390,SK3-7.5X45X390 4F,2,"2,070",2021/1/18,済,3045,大同DMソリューション株式会社,"4,140",1/13万代殿メール,2021/1/13,E4554989,2021/1/27,PJ-0390612,YCF-116MBP,16 ,1 ,1枚で16個取り
409,1/18,植木,PT-S50C-20X130X200,S50C-20X130X200 6F,6,"2,020",2021/1/20,済,3315,京阪プレート,"12,120",1/18植木殿メール,2021/1/19,E4578741,2021/1/27,"3月生産計画 C051 4月生産計画 D007,008,009,010 ",E-26820EA38,1 ,2 ,
410,1/18,植木,PT-SS400-40X51.5X86,SS400-40X51.5X86 6F,2,820,2021/1/21,済,3045,大同DMソリューション株式会社,"1,640",1/18植木殿メール,2021/1/19,E4578742,2021/1/27,CMR-20300,KD91-02601BA,1 ,1 ,
411,1/18,植木,PT-SS400-40X52X8,SS400-40X52X8,2,590,2021/1/21,済,3045,大同DMソリューション株式会社,"1,180",1/18植木殿メール,2021/1/19,E4578743,2021/1/27,CMR-20300,KD91-02602BA,1 ,1 ,
412,1/18,植木,PT-SS400-23.5X20X10,SS400-23.5X20X10,2,570,2021/1/21,済,3045,大同DMソリューション株式会社,"1,140",1/18植木殿メール,2021/1/19,E4578744,2021/1/27,CMR-20300,KD91-02603AB,1 ,1 ,
413,1/19,植木,PT-S50C-20X105X170,S50C-20X105X170 6F,2,"1,660",2021/1/25,済,3315,京阪プレート,"3,320",1/18植木殿メール,2021/1/21,E4590374,2021/1/27,4月計画 21DKD021,E-26820GA48,1 ,1 ,
414,1/19,植木,PT-SS400-40X52X12,SS400-40X52X12 6F,2,600,2021/1/25,済,3045,大同DMソリューション株式会社,"1,200",1/18植木殿メール,2021/1/21,E4590376,2021/1/29,CMR-21010,KD91-02602CA,1 ,1 ,
415,1/19,植木,PT-SS400-45X12X18.3,SS400-45X12X18.3 6F 4-C0.5,1,580,2021/1/25,済,3045,大同DMソリューション株式会社,580,1/18植木殿メール,2021/1/21,E4590378,2021/1/29,CMR-21013,TS-5424BA,1 ,1 ,
416,1/19,植木,PT-SS400-35X20X60,SS400-35X20X60 6F,1,660,2021/1/25,済,3045,大同DMソリューション株式会社,660,1/18植木殿メール,2021/1/21,E4590381,2021/1/29,CMR-21013,TS-5424EA,1 ,1 ,
417,1/20,万代,PT-SK3-8.0X70X390,SK3-8.0X70X390 4F,12,"2,750",2021/1/26,済,3045,大同DMソリューション株式会社,"33,000",1/18植木殿メール,2021/1/21,E4590375,2021/1/29,21C02-05,"YCM-141EB,YCM-142GA,YCM-143EA",5 ,1 ,1枚で5個取り
418,1/22,万代,PT-SK3-6.0X50X390,SK3-6.0X50X390 4F,6,"2,060",2021/1/28,済,3045,大同DMソリューション株式会社,"12,360",1/22万代殿メール,2021/1/25,E4602078,2021/1/29,4/2次 21DKD024,YCF-137YB,14 ,1 ,1枚で14個取り
419,1/22,阪本,PT-SKD11-23X200X200,SKD11-23X200X200 6F,2,"6,904",2021/1/26,済,3999,双葉電子工業株式会社,"13,808",1/22阪本殿メール,2021/1/25,E4602079,2021/1/29,"3月6,7,8次 Y付機",KS64-01919FA,6 ,1 ,
420,1/27,万代,PT-SK3-9.5X50X390,SK3-9.5X50X390 4F,6,"2,280",2021/2/2,済,3045,大同DMソリューション株式会社,"13,680",1/27万代殿メール,2021/1/27,E4612897,2021/2/4,PE-2334507,YS65-05401EB,22 ,1 ,1枚で22個取り
421,1/27,万代,PT-SK3-6.5X45X390,SK3-6.5X45X390 4F,1,"2,010",2021/1/29,済,3045,大同DMソリューション株式会社,"2,010",1/27万代殿メール,2021/1/27,E4612898,2021/1/29,PJ-0390613,YCF-116NAP,13 ,1 ,1枚で13個取り
422,1/29,万代,PT-SK3-6.5X80X390,SK3-6.5X80X390 4F,2,"3,100",2021/2/2,済,3045,大同DMソリューション株式会社,"6,200",1/29万代殿メール,2021/2/1,E4640668,2021/2/10,C02-01,YS65-13701BA,16 ,1 ,1枚で16個取り
423,2/2,植木,PT-SKD11-8.6X30X202,SKD11-8.6X30X202 両面研磨,50,"1,500",2021/2/3,済,3614,（株）ogaki works,"75,000",2/2植木殿メール,2021/2/2,E4647261,2021/2/10,,,,,カム素材の研磨加工代です。
424,2/2,宮木,RE-KUT-224,NUMBER RING 77-532E 77-636E K-22403B,8,600,2021/2/2,済,3745,すいせい,"4,800",,2021/2/2,E4647274,2021/2/5,,,,,
425,2/4,新谷,PT-EA725RG-20,ｴｽｺ　ﾌｨﾗｰｹﾞｰｼﾞ(0.2X12.7X1000),1,440,2021/2/10,済,3010,旭商工,440,2/4新谷殿メール,2021/2/4,E4661856,2021/2/16,CMR-21013,TS-5424DA,1 ,33 ,1枚で33個取り
426,2/4,新谷,PT-EA441VG-161,ｴｽｺ　みがき鋼板(1.6X100X300),1,670,2021/2/10,済,3010,旭商工,670,2/4新谷殿メール,2021/2/4,E4661857,2021/2/16,CMR-21012,"5545-574AB,5545-574BA",1 ,12 ,1枚で12個取り
427,2/15,植木,PT-S50C-20X130X200,S50C-20X130X200 6F,5,"2,020",2021/2/17,済,3315,京阪プレート,"10,100",2/15植木殿メール,2021/2/15,E4701424,2021/2/25,"E-006,E-007",E-26820EA38,1 ,2 ,
428,2/15,植木,PT-FC250-50X30X100,FC250-50X30X100 6F,3,"1,580",2021/2/17,済,3315,京阪プレート,"4,740",2/15植木殿メール,2021/2/15,E4701425,2021/2/25,PS-0009105,KS91-03401DA,1 ,1 ,
429,2/15,植木,PT-S50C-32X200X120,S50C-32X200X120 6F 4-C1,2,"2,530",2021/2/18,済,3045,大同DMソリューション株式会社,"5,060",2/15植木殿メール,2021/2/15,E4701426,2021/2/25,"PE-2333707,PE-2333708",KS91-00301FA30,1 ,1 ,
430,2/15,植木,PT-SKD11-30X40X20,SKD11-30X40X20 6F,6,"1,110",2021/2/17,済,3315,京阪プレート,"6,660",2/15植木殿メール,2021/2/15,E4701427,2021/2/25,PE-2333707,KS91-00302B$30,1 ,1 ,
431,3/3,宮木,RE-KUT-224,NUMBER RING 77-532E 77-636E K-22403B,12,600,2021/3/3,済,3745,すいせい,"7,200",,2021/3/3,E4771753,2021/3/5,,,,,
432,3/4,万代,PT-SK3-4X80X390,SK3-4X80X390 2G 2F,9,"4,850",2021/3/12,済,3045,大同DMソリューション株式会社,"43,650",3/4万代殿メール,2021/3/4,E4779814,2021/3/17,21C03-01,"YS65-26401AA34,YS65-26401BA34,YS65-26401CA34",6 ,1 ,1枚で6個取り
433,3/8,万代,PT-SK3-6X55X390,SK3-6X55X390 4F,4,"2,120",2021/3/12,済,3045,大同DMソリューション株式会社,"8,480",3/8万代殿メール,2021/3/8,E4795016,2021/3/17,21C04-15,YCF-116WA,12 ,1 ,1枚で12個取り
434,3/9,阪本,PT-SKD11-20X40X30,SKD11-20X40X30 6F,30,"1,380",2021/3/15,済,3045,大同DMソリューション株式会社,"41,400",3/9阪本殿メール,2021/3/9,E4803556,2021/3/17,PE-2333707,KS91-00302B$30,1 ,1 ,
