,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6,単位数分子7,単位数分母7,前工程7,単位数分子8,単位数分母8,前工程8,単位数分子9,単位数分母9,前工程9,単位数分子10,単位数分母10,前工程10,作成者,作成日,更新者,更新日,理由,,,,,,,,
I,5528-601AA30,1,1,LA-161-601HA30-L2,1,1,L1-161-601HA30,1,1,MA-161-601HA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,474-601AB34,1,1,LA-165-601BA34-L2,1,1,L1-165-601BA34,1,1,MA-165-601BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,山田,20180926,L2工程追加,,,,,,,,
I,5154-601AA36,1,1,LA-165-601HA36-L2,1,1,L1-165-601BA38,1,1,MA-165-601BA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,882-501BA38,1,1,LA-171-501AA38-DF,1,1,L1-171-501AA38,1,1,MA-171-501AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,SPL-1479WB,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6214-501BA34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,5533-501AA34,1,1,LA-5529-501CA34-DF,1,1,L1-5529-501CA34,1,1,MA-5529-501CA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,5517-501CA34,1,1,LA-5529-501CA34-DF,1,1,L1-5529-501CA34,1,1,MA-5529-501CA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,6104-601AA34,1,1,L2-6104-601AA34,1,1,L1-6104-601AA34,1,1,MA-6104-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,12Q-411MA34,1,1,LA-12Q-411MA34-MC,1,1,LA-12Q-411MA34-L2,1,1,L1-12Q-411MA34,1,1,MA-12Q-411MA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,161-406RE34,1,1,LA-161-406RE34-MC,1,1,LA-161-406RE34-D,1,1,L1-161-406RE34,1,1,MA-161-406RE34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
I,SPL-1522GAA,1,1,MC-SPL-1522GAA,1,1,MA-1751-404AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220902,,,新規部品対応,,,,,,,,
H,1045-436AA26,1,1,PL-1045-436AA26,1,5,LC-1045-436AA26,1,1,MA-1045-436AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,メッキ工程追加,,,,,,,,
H,1045-435AA26,1,5,LC-1045-435AA26,1,1,MA-1045-435AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,1045-435BA26,1,5,LC-1045-435BA26,1,1,MA-1045-435BA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-405AA5202003240072,1,1,L1-105-405AA52,1,1,MA-105-40552,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-4054202002592074,1,1,L1-105-405AA42,1,1,MA-105-405AA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-4054202403168050,1,1,L1-105-405AA42,1,1,MA-105-405AA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-405AA4402002736072,1,1,L1-105-405AA44,1,1,MA-105-405AA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-405AA4402403312050,1,1,L1-105-405AA44,1,1,MA-105-405AA44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-405AA4602002856074,1,1,L1-105-405AA46,1,1,MA-105-405AA46,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-405AA4602403456050,1,1,L1-105-405AA46,1,1,MA-105-405AA46,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-405AA6002204176058,1,1,L1-105-405AA60-S,1,1,MA-105-405AA60-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-405AA6002805280044,1,1,L1-105-405AA60-S,1,1,MA-105-405AA60-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA5202003240,1,1,LC-105-409AA52-S,1,1,MA-105-40952-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA4402002736,1,3,LC-105-409AA44-S,1,1,MA-105-409AA44-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA4402403312,1,3,LC-105-409AA44-S,1,1,MA-105-409AA44-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA4602002856,1,3,LC-105-409AA46-S,1,1,MA-105-409AA46-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA4602403456,1,3,LC-105-409AA46-S,1,1,MA-105-409AA46-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA6001402640,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA6002003720,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA6002204176,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA6002805040,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-409BA6002805280,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410DA5202003240,1,1,LC-105-410AA52-S,1,1,MA-105-41052-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410B4202002592,1,3,LC-105-410AA42-S,1,1,MA-105-410AA42-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410B4202403168,1,3,LC-105-410AA42-S,1,1,MA-105-410AA42-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410DA4402002736,1,3,LC-105-410AA44-S,1,1,MA-105-410AA44-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410DA4402403312,1,3,LC-105-410AA44-S,1,1,MA-105-410AA44-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410DA4602002856,1,3,LC-105-410AA46-S,1,1,MA-105-410AA46-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410DA4602403456,1,3,LC-105-410AA46-S,1,1,MA-105-410AA46-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410DA6002204176,1,3,LC-105-410AA60,1,1,MA-105-410AA60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,105-410DA6002805280,1,3,LC-105-410AA60,1,1,MA-105-410AA60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461CA2624240,1,1,L1-110-461C26-S,1,1,MA-110-461C26-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3016252,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3024186,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3024192,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461C30,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461CA3022232,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461CA3024256,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461GA3017176,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461GA3028222,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3420182,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3424210,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3424212,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3428246,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3429258,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461BA3430270,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461LA3024372,1,1,L1-110-461LA30-S,1,1,MA-110-461LA30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,110-461LA3028432,1,1,L1-110-461LA30-S,1,1,MA-110-461LA30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409DA1301800720078,1,1,L1-201-409DA13-S,1,1,MA-201-40913-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA1601800900050,1,1,L1-201-409BA16-S,1,1,MA-201-40916-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA1701000552100,1,1,L1-201-409BA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA1701800960050,1,1,L1-201-409BA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1701800930075,1,1,L1-208-409CA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1702001110050,1,1,L1-208-409CA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA1801100624100,1,1,L1-201-409BA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BB1801400750100,1,1,L1-201-409BA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BB1802201260054,1,1,L1-201-409BA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1801800990075,1,1,L1-208-409CA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1802001170062,1,1,L1-208-409CA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA1901200708100,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA1901801080075,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA1902201308050,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BB1901200708100,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BB1901801080075,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409CA1902201308050,1,1,L1-201-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1901801050075,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1902001224064,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1902001230064,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA1902401440048,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA2001300792124,1,1,L1-201-409BA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA2001601020075,1,1,L1-201-409BA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409BA2001701080075,1,1,L1-201-409BA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA2001400870106,1,1,L1-208-409CA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409CA2101801224078,1,1,L1-201-409CA21-S,1,1,MA-201-40921-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,201-409CA2102201464062,1,1,L1-201-409CA21-S,1,1,MA-201-40921-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA2101400930104,1,1,L1-208-409CA21-S,1,1,MA-201-40921-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,208-409CA2201400990102,1,1,L1-208-409CA22-S,1,1,MA-208-409CA22-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,菅谷,20180628,短縮品番、新規　MA-が間違っていたので更新,,,,,,,,
H,208-409CA2301401050100,1,1,L1-208-409CA23-S,1,1,MA-208-409CA23-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093001801680078,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093002202064058,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093002402256048,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093002802640040,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,265-409330,1,1,L1-220-40933-S,1,1,MA-220-40933-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,271-409AA3302002072064,1,1,L1-220-40933-S,1,1,MA-220-40933-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093401601728098,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093401801872082,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093401801872086,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093402202304060,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5208-409AA3401401488106,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5208-409AA3401801920078,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5208-409AA3401801976074,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5208-409AA3402402488052,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5208-409AA3402402544050,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5208-409AA3402402556050,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093601401596104,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093601601812096,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093601601920086,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093601802028080,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093601802064076,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093602002256066,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093602002268064,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093602202484058,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093602202544056,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093602202592054,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,220-4093602402712050,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,6201-405CA3401801872092,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,6201-405CA3402202304066,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,6204-405AB3401601728104,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,6204-405AB3401801872092,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3302802928044,1,1,L1-225-40533-S,1,1,MA-225-40533-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,225-405BA3001801680090,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,225-405BA3002202064064,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,225-405BA3002402256054,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,225-405BA3002802640044,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5201-405BA3601802028090,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5201-405BA3602402712054,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3601401596106,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3601601812106,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3601601920098,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3601802028090,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3602202544060,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3602202592058,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,5202-405BA3602402712054,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
H,259-405A260,1,1,L1-259-405A26-S,1,1,MA-259-405A26-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150620,,,,,,,,,,,
