,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6,単位数分子7,単位数分母7,前工程7,単位数分子8,単位数分母8,前工程8,単位数分子9,単位数分母9,前工程9,単位数分子10,単位数分母10,前工程10,作成者,作成日,更新者,更新日,理由,,,,,,,,
H,201-409BB180,1,1,L1-201-409BA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20211211,,,臨時加工用工程⇒本工程に変更,,,,,,,,
I,3153-502JC30,1,1,L1-3153-502AC30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20211216,石井,20220115,素材番号変更　MA-3153-502AC30→MA-600-502AA30,,,,,,,,
I,3153-502EC30,1,1,L1-3153-502AC30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20211216,石井,20220115,素材番号変更　MA-3153-502AC30→MA-600-502AA30,,,,,,,,
I,3153-502KB34,1,1,PL-3153-502KB34,1,1,L1-3153-502AC34,1,1,MA-3153-502AC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20211216,住元,20250404,メッキ工程追加,,,,,,,,
I,3153-502EC34,1,1,L1-3153-502AC34,1,1,MA-3153-502AC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20211216,,,新規部品対応,,,,,,,,
I,3153-502JC34,1,1,L1-3153-502AC34,1,1,MA-3153-502AC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20211216,,,新規部品対応,,,,,,,,
I,3153-502FB30,1,1,PL-3153-502FB30,1,1,L1-3153-502AC30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20211216,岩下,20240216,メッキ工程追加,,,,,,,,
I,3153-502KB30,1,1,PL-3153-502KB30,1,1,L1-3153-502AC30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20211216,岩下,20240216,メッキ工程追加,,,,,,,,
H,65-405MA330,1,1,L1-65-40533-S,1,1,MA-65-40533-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20211221,,,新規部品対応,,,,,,,,
H,65-409MA330,1,1,L1-64-409B33-S,1,1,MA-64-409B33-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20211221,,,新規部品対応,,,,,,,,
I,3922-502FA30,1,1,PL-3922-502FA30,1,1,L1-3922-502AC30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20220106,岩下,20240216,メッキ工程追加,,,,,,,,
I,161-406UA38,1,1,LA-161-406UA38-MC,1,1,LA-161-406UA38-D,1,1,L1-161-406UA38,1,1,MA-161-406UA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20220111,山田,20220204,MA-部番訂正 RE→UA,,,,,,,,
I,5546-501AA38,1,1,LA-5500-501GA38-DF,1,1,L1-5500-501GA38,1,1,MA-5500-501GA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,石井,20220111,山田,20220205,DF工程訂正5546-501AA→5500-501GA,,,,,,,,
H,201-405AA140,1,1,L1-57-40514-S,1,1,MA-57-40514-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220115,,,新規部品対応,,,,,,,,
H,201-409DA140,1,1,L1-201-409DA14-S,1,1,MA-201-40914-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220115,,,,,,,,,,,
H,5182-405AA130,1,1,L1-5182-405AA13-S,1,1,MA-5182-405AA13-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220115,,,,,,,,,,,
H,5182-409AA130,1,1,L1-5182-409AA13-S,1,1,MA-5182-409AA13-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220115,,,,,,,,,,,
H,5546-405AA380,1,1,L1-5546-405AA38-S,1,1,MA-5546-405AA38-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220115,,,,,,,,,,,
H,975-405CA300,1,1,L1-816-405CA30-S,1,1,MA-816-405CA30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220115,,,,,,,,,,,
H,TS-5426EA26,1,1,L1-740-40926-S,1,5,MA-740-40926-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220128,,,新規部品対応,,,,,,,,
I,3139-608AC36,1,1,L1-631-60836,1,3,MA-973-608AA36-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220131,,,,,,,,,,,
I,4117-601FA36,1,1,L1-748-601AA36,1,1,MA-748-601AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220131,,,新規部品対応,,,,,,,,
I,4117-652AA36,1,4,L1-720-65236-DRUM,1,1,MA-720-65236-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220131,,,新規部品対応,,,,,,,,
I,790-502BA26,1,1,L1-790-502AA26,1,1,MA-790-502AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220202,,,新規部品対応,,,,,,,,
I,560-601BA26,1,1,L1-560-601AA26,1,1,MA-560-601AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220202,,,新規部品対応,,,,,,,,
I,888-651AA30,1,4,L1-625-65130-DRUM,1,1,MA-625-65130-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220205,,,旧部品登録,,,,,,,,
I,888-502AB30,1,1,L1-888-502AA30,1,1,MA-888-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220205,,,旧部品登録,,,,,,,,
I,4109-502FA30,1,1,L1-4109-502AA30,1,1,MA-4109-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220205,,,旧部品登録,,,,,,,,
I,TS-5385-418AA30,1,1,MA-TS-5385-418AA30-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220209,,,新規部品対応（製作後備忘録）,,,,,,,,
I,1631-103CA30,1,1,MA-1831-103AB30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220212,岩下,20230208,MC-1631-103CA30 社内加工の為、工程削除,20220823  MC加工追加　ミヨシキャスティング,,,,,20220823,MC追加　MC1631-103CA 　,
H,TS-5467AA30,1,1,L1-87-405EA30,1,1,MA-87-40530,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220212,,,新規部品対応,,,,,,,,
H,73-409KA360,1,1,L1-57-40936-S,1,1,MA-57-40936-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220212,,,新規対応,,,,,,,,
H,3154-410AA170,1,3,LC-970-41017-S,1,1,MA-970-41017-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220212,,,新規部品対応,,,,,,,,
H,3154-410AA150,1,3,LC-970-41015-S,1,1,MA-970-41015-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220212,,,新規部品対応,,,,,,,,
I,3166-652AA15,1,1,L2-3151-652AB15,1,4,L1-720-65215-DRUM,1,1,MA-720-65215-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,岩下,,4→3個取り変更  L2加工追加　ヤマグチにて３⇒4個取り可の為、変更　⇒5個取りに変更,,ヤマグチ４個取れる為、3⇒4個変更,,,,,,
I,1731-406DA15-1,1,1,MC-1731-406DA15,1,1,MA-1731-406DA15,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,岩下,20230131,新規部品対応⇒臨時加工用工程に変更,,,,,,,,
I,1831-501DC38,1,1,LA-1831-501AA38-DF,1,1,L1-1831-501AA38,1,1,MA-1831-501AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応⇒臨時加工用工程に変更,,,,,,,,
I,201-602CA14,1,1,MC-RH-0031A-20AA,1,1,MA-RH-0031A-20AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応⇒臨時加工用工程に変更,,,,,,,,
I,201-602DA14,1,1,MC-RH-0031A-20AA,1,1,MA-RH-0031A-20AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応⇒臨時加工用工程に変更,,,,,,,,
I,201-602EA14,1,1,MC-RH-0031A-20AA,1,1,MA-RH-0031A-20AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,ブロック化に伴い素材設定,,,,,,,,
I,201-602FA14,1,1,MC-RH-0031A-20AA,1,1,MA-RH-0031A-20AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,ブロック化に伴い素材設定,,,,,,,,
I,201-602GA14,1,1,MC-RH-0031A-20AA,1,1,MA-RH-0031A-20AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,ブロック化に伴い素材設定,,,,,,,,
I,201-602HA14,1,1,MC-RH-0031A-20AA,1,1,MA-RH-0031A-20AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,ブロック化に伴い素材設定,,,,,,,,
I,3166-501BA15,1,1,L1-19B-501ZGA15,1,1,MA-19B-501ZGA15,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,3166-601EA15,1,1,L1-3154-601AA15,1,1,MA-3154-601AA15,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,1831-501AC38,1,1,LA-1831-501AA38-DF,1,1,L1-1831-501AA38,1,1,MA-1831-501AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,1831-501AC40,1,1,LA-1831-501AA40-DF,1,1,L1-1831-501AA40,1,1,MA-1831-501AA40,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,1831-501AC42,1,1,LA-1831-501AA42-DF,1,1,L1-1831-501AA42,1,1,MA-1831-501AA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,1831-501DC40,1,1,LA-1831-501AA40-DF,1,1,L1-1831-501AA40,1,1,MA-1831-501AA40,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,1831-501DC42,1,1,LA-1831-501AA42-DF,1,1,L1-1831-501AA42,1,1,MA-1831-501AA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,3157-502FA30,1,1,L1-4109-502AA30,1,1,MA-4109-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,,,新規部品対応,,,,,,,,
I,3239-502AB34,1,1,PL-3239-502AB34,1,1,L1-4109-502AA34,1,1,MA-600-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,岩下,20240216,メッキ工程追加,,,,,,,,
I,631-502NA26,1,1,PL-631-502NA26,1,1,L1-631-50226,1,1,MA-631-50226,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,岩下,20240216,メッキ工程追加   MA-973-608AA26-DRUM⇒MA-631-50226(登録が違っていた為）,,,,,,,,
I,3153-502KB32,1,1,PL-3153-502KB32,1,1,L1-3153-502AC32,1,1,MA-600-502AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,岩下,20240216,メッキ工程追加,,,,,,,,
I,3157-601FA30,1,1,PL-3157-601FA30,17,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220303,岩下,20240822,メッキ工程追加,,,,,,,,
I,3166-652AA23,1,4,L1-720-65223-DRUM,1,1,MA-720-65223-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,出石,20220304,岩下,20220407,4→3個取り変更  L2加工追加　ヤマグチにて３⇒4個取り可の為、変更　⇒5個取りに変更  20230206 Ｌ2工程削除　5⇒4個取りに変更,,,,,,,,
I,600-502KA38,1,1,L1-600-502AA38,1,1,MA-600-502AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220314,,,新規部品対応,,,,,,,,
I,600-652BA38,1,4,L1-720-65238-DRUM,1,1,MA-720-65238-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220314,岩下,20241010,取り数を4⇒3に変更（稀に4個取れるが、ほぼ3個しか取れない為。安本氏）⇒　3⇒4（4個取れる　安本氏）,,,,,,,,
I,603-601GA38,1,1,PL-603-601GA38,20,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220314,岩下,20240822,メッキ工程追加,,,,,,,,
I,1731-406BA22,1,1,LA-1731-406BA22-MC,1,1,L1-1731-406BA22,1,1,MA-1731-406BA22,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220316,,,旧部品追記,,,,,,,,
H,87-405LA380,1,1,L1-87-405EA38-S,1,1,MA-87-40538-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220418,,,新規部品対応,,,,,,,,
I,6108-502FA38,1,1,L1-5517-502AA38,1,1,MA-5517-502AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220419,,,新規部品対応,,,,,,,,
I,3166-501BA19,1,1,L1-19B-501ZGA19,1,1,MA-19B-501ZGA19,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220421,,,新規部品対応,,,,,,,,
I,3166-601EA19,1,1,L1-3154-601AA19,1,1,MA-3154-601AA19,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220421,,,新規部品対応,,,,,,,,
I,3164-502EB34,1,1,PL-3164-502EB34,1,1,L1-3164-502AA34,1,1,MA-3164-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220502,岩下,20240216,メッキ工程追加,,,,,,,,
I,1631-103CA38,1,1,MC-1831-103AB36,1,1,MA-1831-103AB36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220509,岩下,20240208,MC工程追加　　20221214MC加工社内取り込みの為、MC-1831-103AB36の加工削除⇒マシニング課希望により、MC-1831-103AB36追加,,,,,,,,
I,5611-502AA34,1,1,L1-5517-502AA34,1,1,MA-5517-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220509,,,新規部品対応,,MA部番修正⇒MA-5517-502AA34,,,,,,
I,3557-502AA30,1,1,L1-4109-502AA30,1,1,MA-4109-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220520,,,新規部品対応,,,,,,,,
I,161-402CA30-JTEC,1,1,MC-161-402CA30-JTEC,1,1,MA-161-402CA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220525,岩下,20240207,JTEC用工程  MA-161-402CA-1に変更,,,,,,,,
I,161-406JB33-JTEC,1,1,LA-161-406JB33-MC-JTEC,1,1,MA-161-406JA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220525,,,JTEC用工程,,,,,,,,
I,1731-406DA16-1,1,1,MC-1731-406DA16,1,1,MA-1731-406DA16,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220525,岩下,20230131,新規部品対応⇒臨時加工用工程に変更,,,,,,,,
I,1731-406DA17-1,1,1,MC-1731-406DA17,1,1,MA-1731-406DA17,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220525,岩下,20230131,新規部品対応⇒臨時加工用工程に変更,,,,,,,,
I,1731-406DA18-1,1,1,MC-1731-406DA18,1,1,MA-1731-406DA18,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220526,岩下,20230131,新規部品対応⇒臨時加工用工程に変更,,,,,,,,
I,5142-601AA33-JTEC,1,1,LA-165-601GA35-L2-JTEC,1,1,MA-165-601GA35,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220526,,,JTEC用工程,,,,,,,,
I,5172-601AA33-JTEC,1,1,LA-165-601GA35-L2-JTEC,1,1,MA-165-601GA35,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,12Q-411BA36-JTEC,1,1,LA-12Q-411BA36-MC-JTEC,1,1,MA-12Q-411BA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,12Q-411BA40-JTEC,1,1,LA-12Q-411BA40-MC-JTEC,1,1,MA-12Q-411BA40,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,12Q-411BAB42-JTEC,1,1,LA-12Q-411BA42-MC-JTEC,1,1,MA-12Q-411BAB42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,12Q-411FB38-JTEC,1,1,LA-12Q-411FA38-MC-JTEC,1,1,MA-12Q-411FA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,12Q-411GA31-JTEC,1,1,LA-12Q-411GA31-MC-JTEC,1,1,MA-12Q-411GA31,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,12Q-411MB31-JTEC,1,1,LA-12Q-411MA31-MC-JTEC,1,1,MA-12Q-411MA31,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,12Q-411NB31-JTEC,1,1,LA-12Q-411NA31-MC-JTEC,1,1,MA-12Q-411NA31,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,161-402CA38-JTEC,1,1,MC-161-402CA38-JTEC,1,1,MA-161-402CA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220527,,,JTEC用工程,,,,,,,,
I,161-402CA38-L1-JTEC,1,1,MC-161-402CA38-L1-JTEC,1,1,MA-161-402CA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220602,,,JTEC用工程,,,,,,,,
I,3139-652CA36,1,4,L1-720-65236-DRUM,1,1,MA-720-65236-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220602,,,新規部品対応,,,,,,,,
I,3922-601FA34,1,1,L1-748-601AA34,1,1,MA-748-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220602,,,新規部品対応,,,,,,,,
I,3922-652AA34,1,3,L1-3922-652AA34-DRUM,1,1,MA-3922-652AA34-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220602,,,新規部品対応,,,,,,,,
I,3922-502KA34,1,1,PL-3922-502KA34,1,1,L1-3922-502AC34,1,1,MA-600-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220602,岩下,20240216,メッキ工程追加,,,,,,,,
I,3139-601FA36,1,1,PL-3139-601FA36,21,1,MA-RV-0173,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220602,岩下,20240822,メッキ工程追加,,,,,,,,
I,5165-502EA38,1,1,PL-5165-502EA38,1.3,1,L1-474-502AA34,1,1,MA-474-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,山田,20220607,住元,20250707,メッキ工程追加,,,,,,,,
I,3166-652AA22,1,4,L1-720-65222-DRUM,1,1,MA-720-65222-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220609,岩下,,4→3個取り変更  L2加工追加　ヤマグチにて３⇒4個取り可の為、変更　⇒5個取りに変更  20230206 Ｌ2工程削除　5⇒4個取りに変更,,,,,,,,
I,5154-601AA32,1,1,LA-165-601HA32-L2,1,1,L1-165-601BA34,1,1,MA-165-601BA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220616,,,新規部品対応,,,,,,,,
I,161-404AEC,1,1,MC-161-404AEC,1,1,MA-161-404AEC,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220616,,,新規部品対応,,,,,,,,
I,479-502EB30,1,1,L1-474-502AA30,1,1,MA-474-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220616,,,新規部品対応,,,,,,,,
I,3557-601EA30,1,1,L1-3557-601AA30,1,1,MA-3557-601AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220616,,,新規部品対応,,,,,,,,
I,3557-652AA30,1,4,L1-720-65230-DRUM,1,1,MA-720-65230-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220616,,,新規部品対応,,,,,,,,
I,3557-502EA30,1,1,PL-3557-502EA30,1,1,L1-4109-502AA30,1,1,MA-4109-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220616,岩下,20240216,メッキ工程追加,,,,,,,,
I,12Q-411FB38-1,1,1,LA-12Q-411FB38-MC-JTEC,1,1,MA-12Q-411FA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220625,,,外作工程集約転注対応,,,,,,,,
I,5165-601AA30-1,1,1,LA-165-601BA33-L2-JTEC,1,1,MA-165-601AB33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220627,,,JTEC,,,,,,,,
I,5154-601AA30-1,1,1,LA-165-601BA33-L2-JTEC,1,1,MA-165-601AB33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220627,,,JTEC,,,,,,,,
I,3153-601FA36,1,1,PL-3153-601FA36,19,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220701,岩下,20240822,メッキ工程追加,,,,,,,,
I,115-103CB38,1,1,MA-115-103BA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220704,,,新規部品対応,,,,,,,,
I,479-502EB33,1,1,L1-474-502AA33,1,1,MA-474-502AA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220705,,,新規部品対応,,,,,,,,
I,478-502EC33,1,1,L1-474-502AA33,1,1,MA-474-502AA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20220715,杉本,20180522,工程変更,20220825 L1加工追加,,,,,,,
H,65-405MA300,1,1,L1-65-40531-S,1,1,MA-65-40531-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220715,,,新規部品対応,,,,,,,,
H,65-409MA300,1,1,L1-73-40930-S,1,1,MA-73-40930-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220715,,,新規部品対応,,,,,,,,
H,TS-5480AA26,1,1,L1-740-40926-S,1,5,MA-740-40926-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220715,,,新規部品対応,,,,,,,,
H,TS-5480BA26,1,1,L1-740-40926-S,1,5,MA-740-40926-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220715,,,新規部品対応,,,,,,,,
I,3139-601FA38,1,1,PL-3139-601FA38,21,1,MA-RV-0173,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220722,岩下,20240822,メッキ工程追加,,,,,,,,
I,6111-502AA30,1,1,L1-5517-502AA30,1,1,MA-5517-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220821,岩下,,新規部品対応,,,,,,,,
I,6111-602AA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220823,岩下,,新規部品対応,,,,,,,,
I,6111-602BA30,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220823,岩下,,新規部品対応,,,,,,,,
I,6111-602CA30,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220823,岩下,,新規部品対応,,,,,,,,
I,6111-602DA30,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,岩下,20220823,岩下,,新規部品対応,,,,,,,,
H,5181-405AA170,1,1,L1-57-40517-S,1,1,MA-57-40517-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220830,,,新規部品対応,,,,,,,,
H,5181-405AA200,1,1,L1-57-40520-S,1,1,MA-57-40520-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220830,,,新規部品対応,,,,,,,,
H,5181-409AA170,1,1,L1-59-40917-S,1,1,MA-59-40917-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220830,,,新規部品対応,,,,,,,,
H,5181-409AA200,1,1,L1-59-40920-S,1,1,MA-59-40920-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220830,,,新規部品対応,,,,,,,,
H,6211-409DA300,1,1,L1-6104-409CA30-S,1,1,MA-6104-409CA30-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,栗山,20220830,,,新規部品対応,,,,,,,,
