order_no,item_code,item_name,quantity,status,purch_odr_typ,delivery_date,前工程
E8929670,AO-165-202CA1333T,ASSY. TAKE UP DRIVEN ROLLER,7.0,2,1,2025-10-23,AO-165-202CA1333T
E8929675,AO-165-202CA1531T,ASSY. TAKE UP DRIVEN ROLLER,4.0,2,1,2025-11-06,AO-165-202CA1531T
E8929678,AO-165-202PA1333,ASSY. TAKE UP DRIVEN ROLLER,1.0,2,1,2025-10-21,AO-165-202PA1333
E8929680,AO-165-202PA1531,ASSY. TAKE UP DRIVEN ROLLER,2.0,2,1,2025-10-28,AO-165-202PA1531
E8929683,AO-165-202PA1531T,ASSY. TAKE UP DRIVEN ROLLER,2.0,2,1,2025-10-28,AO-165-202PA1531T
E8929684,AO-165-202PA1531T,ASSY. TAKE UP DRIVEN ROLLER,2.0,2,1,2025-10-30,AO-165-202PA1531T
E8929692,AO-165-241BC1411,ASSY. FRICTION ROLLER,2.0,2,1,2025-11-06,AO-165-241BC1411
E8929695,AO-165-241BC1531,ASSY. FRICTION ROLLER,4.0,2,1,2025-10-28,AO-165-241BC1531
E8929696,AO-165-241BC1531,ASSY. FRICTION ROLLER,2.0,2,1,2025-10-30,AO-165-241BC1531
E8929715,AO-KF20-01313EB1333,ASSY. GUIDE ROLLER,4.0,2,1,2025-11-04,AO-KF20-01313EB1333
E8929717,AO-KF20-01313EB1531,ASSY. GUIDE ROLLER,4.0,2,1,2025-10-28,AO-KF20-01313EB1531
E8929718,AO-KF20-06001AA2200,GUIDE ROLLER,5.0,2,1,2025-10-16,AO-KF20-06001AA2200
E8929719,AO-KF20-06001AA2200,GUIDE ROLLER,5.0,2,1,2025-10-21,AO-KF20-06001AA2200
E8929720,AO-KF20-06001AA2200,GUIDE ROLLER,5.0,2,1,2025-10-23,AO-KF20-06001AA2200
E8929721,AO-KF20-06001AA2200,GUIDE ROLLER,5.0,2,1,2025-10-28,AO-KF20-06001AA2200
E8929728,AO-KF20-06001AA2300,GUIDE ROLLER,1.0,2,1,2025-10-28,AO-KF20-06001AA2300
E8929729,AO-KF20-06001AA2300,GUIDE ROLLER,5.0,2,1,2025-10-30,AO-KF20-06001AA2300
E8929730,AO-KF20-06001AA2300,GUIDE ROLLER,5.0,2,1,2025-11-04,AO-KF20-06001AA2300
E8929754,AO-SPL-2540DA2500-1,GUIDE ROLLER,2.0,2,1,2025-11-06,AO-SPL-2540DA2500-1
E8929759,AO-SPL-2965AA1333,ASSY. TAKE UP DRIVEN ROLLER,4.0,2,1,2025-11-04,AO-SPL-2965AA1333
E8932317,PA-100-303AA0803810N,MOTOR V PULLEY W/PAｽﾇﾘ,5.0,2,1,2025-10-31,PA-100-303AA0803810N
E8933222,L1-78-40534-S,NEEDLE CYLINDER,12.0,2,1,2025-11-26,L1-78-40534-S
E8933223,L1-78-40534-S,NEEDLE CYLINDER,12.0,2,1,2025-12-03,L1-78-40534-S
E8933288,PA-1651-290BA,DRIVING BAR(刻印2),4.0,2,1,2025-10-29,PA-1651-290BA
E8933418,LA-161-501AA34-KYOEI,CAM RING,17.0,2,1,2025-10-24,LA-161-501AA34-KYOEI
E8933419,L1-101-440BB30,TOP GEAR,5.0,2,1,2025-11-21,L1-101-440BB30
E8933421,L1-12Q-411BA31,NEEDLE DIAL HUB,5.0,2,1,2025-11-21,L1-12Q-411BA31
E8933424,LA-161-406DE31-D,GEAR RING (HIZUMI TORI),5.0,2,1,2025-12-01,LA-161-406DE31-D
E8933425,L1-161-406DE31,GEAR RING,5.0,2,1,2025-11-21,L1-161-406DE31
E8933427,L1-474-502AA30,CAM HOLDER,5.0,2,1,2025-11-21,L1-474-502AA30
E8933430,L1-165-601AB30,DIAL CAP HUB,5.0,2,1,2025-11-21,L1-165-601AB30
E8933433,L1-101-440BB30,TOP GEAR,2.0,2,1,2025-11-21,L1-101-440BB30
E8933435,LA-12Q-411GA33-MC,NEEDLE DIAL HUB,2.0,2,1,2025-12-01,LA-12Q-411GA33-MC
E8933437,L1-12Q-411GA33,NEEDLE DIAL HUB  (L1ﾉﾐ),2.0,2,1,2025-11-21,L1-12Q-411GA33
E8933441,L1-161-406DE33,GEAR RING,2.0,2,1,2025-11-21,L1-161-406DE33
E8933444,L1-101-440BB30,TOP GEAR,5.0,2,1,2025-11-21,L1-101-440BB30
E8933446,L1-12Q-411BA31,NEEDLE DIAL HUB,5.0,2,1,2025-11-21,L1-12Q-411BA31
E8933449,LA-161-406DE31-D,GEAR RING (HIZUMI TORI),5.0,2,1,2025-12-01,LA-161-406DE31-D
E8933450,L1-161-406DE31,GEAR RING,5.0,2,1,2025-11-21,L1-161-406DE31
E8933452,L1-474-502AA30,CAM HOLDER,5.0,2,1,2025-11-21,L1-474-502AA30
E8933455,L1-165-601AB30,DIAL CAP HUB,5.0,2,1,2025-11-21,L1-165-601AB30
E8933460,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),5.0,2,1,2025-11-21,L1-12Q-411BA34
E8933464,L1-1551-401AA38,BED,5.0,2,1,2025-11-21,L1-1551-401AA38
E8933468,L1-161-406DE34,GEAR RING (170-406AA34ﾄ ｶﾀ ｵﾅｼﾞ),5.0,2,1,2025-11-21,L1-161-406DE34
E8933471,L1-165-601BA34,DIAL CAP HUB,5.0,2,1,2025-11-21,L1-165-601BA34
E8933476,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),5.0,2,1,2025-11-21,L1-12Q-411BA34
E8933480,L1-1551-401AA38,BED,5.0,2,1,2025-11-21,L1-1551-401AA38
E8933484,L1-161-406DE34,GEAR RING (170-406AA34ﾄ ｶﾀ ｵﾅｼﾞ),5.0,2,1,2025-11-21,L1-161-406DE34
E8933487,L1-165-601BA34,DIAL CAP HUB,5.0,2,1,2025-11-21,L1-165-601BA34
E8933492,L1-1551-401AA38,BED,5.0,2,1,2025-11-21,L1-1551-401AA38
E8933495,L1-165-601BA38,SINKER CAP,5.0,2,1,2025-11-21,L1-165-601BA38
E8933500,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),5.0,2,1,2025-11-21,L1-12Q-411BA34
E8933504,L1-1551-401AA38,BED,5.0,2,1,2025-11-21,L1-1551-401AA38
E8933508,L1-161-406DE34,GEAR RING (170-406AA34ﾄ ｶﾀ ｵﾅｼﾞ),5.0,2,1,2025-11-21,L1-161-406DE34
E8933511,L1-165-601BA34,DIAL CAP HUB,5.0,2,1,2025-11-21,L1-165-601BA34
E8933516,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),5.0,2,1,2025-11-21,L1-12Q-411BA34
E8933520,L1-1551-401AA38,BED,5.0,2,1,2025-11-21,L1-1551-401AA38
E8933524,L1-161-406DE34,GEAR RING (170-406AA34ﾄ ｶﾀ ｵﾅｼﾞ),5.0,2,1,2025-11-21,L1-161-406DE34
E8933527,L1-165-601BA34,DIAL CAP HUB,5.0,2,1,2025-11-21,L1-165-601BA34
E8933532,L1-1551-401AB30,BED,5.0,2,1,2025-11-21,L1-1551-401AB30
E8933534,MC-161-402CA30,DIAL YOKE   (MC),5.0,2,1,2025-12-08,MC-161-402CA30
E8933535,L1-161-402CA30,DIAL YOKE,5.0,2,1,2025-11-21,L1-161-402CA30
E8933537,MC-161-403CA30,DIAL YOKE RING (MC),5.0,2,1,2025-12-08,MC-161-403CA30
E8933538,L1-161-403CA30,DIAL YOKE RING,5.0,2,1,2025-11-21,L1-161-403CA30
E8933540,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-08,MC-170-414AA
E8933541,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-21,L1-170-414AA
E8933544,L1-161-501AA30,CAM RING,5.0,2,1,2025-11-21,L1-161-501AA30
E8933548,L1-1551-401AB30,BED,2.0,2,1,2025-11-21,L1-1551-401AB30
E8933550,MC-161-402CA30,DIAL YOKE   (MC),2.0,2,1,2025-12-08,MC-161-402CA30
E8933551,L1-161-402CA30,DIAL YOKE,2.0,2,1,2025-11-21,L1-161-402CA30
E8933553,MC-161-403CA30,DIAL YOKE RING (MC),2.0,2,1,2025-12-08,MC-161-403CA30
E8933554,L1-161-403CA30,DIAL YOKE RING,2.0,2,1,2025-11-21,L1-161-403CA30
E8933557,MC-170-414AA,HUB NUT (L2.DF),2.0,2,1,2025-12-08,MC-170-414AA
E8933558,L1-170-414AA,DIAL HUB NUT,2.0,2,1,2025-11-21,L1-170-414AA
E8933562,L1-1551-401AB30,BED,5.0,2,1,2025-11-21,L1-1551-401AB30
E8933564,MC-161-402CA30,DIAL YOKE   (MC),5.0,2,1,2025-12-08,MC-161-402CA30
E8933565,L1-161-402CA30,DIAL YOKE,5.0,2,1,2025-11-21,L1-161-402CA30
E8933567,MC-161-403CA30,DIAL YOKE RING (MC),5.0,2,1,2025-12-08,MC-161-403CA30
E8933568,L1-161-403CA30,DIAL YOKE RING,5.0,2,1,2025-11-21,L1-161-403CA30
E8933570,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-08,MC-170-414AA
E8933571,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-21,L1-170-414AA
E8933574,L1-161-501AA30,CAM RING,5.0,2,1,2025-11-21,L1-161-501AA30
E8933576,MC-101-440BB38,TOP GEAR,5.0,2,1,2025-12-08,MC-101-440BB38
E8933577,L1-101-440BB38,TOP GEAR,5.0,2,1,2025-11-21,L1-101-440BB38
E8933579,MC-161-402CA38,DIAL YOKE   (MC),5.0,2,1,2025-12-08,MC-161-402CA38
E8933580,L1-161-402CA38,DIAL YOKE,5.0,2,1,2025-11-21,L1-161-402CA38
E8933582,MC-161-403CA38,DIAL YOKE RING (MC),5.0,2,1,2025-12-08,MC-161-403CA38
E8933583,L1-161-403CA38,DIAL YOKE RING,5.0,2,1,2025-11-21,L1-161-403CA38
E8933585,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-08,MC-170-414AA
E8933586,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-21,L1-170-414AA
E8933589,L1-161-501QA34,CAM RING,5.0,2,1,2025-11-21,L1-161-501QA34
E8933591,L1-474-502AA34,CAM HOLDER,5.0,2,1,2025-11-21,L1-474-502AA34
E8933593,MC-101-440BB38,TOP GEAR,5.0,2,1,2025-12-08,MC-101-440BB38
E8933594,L1-101-440BB38,TOP GEAR,5.0,2,1,2025-11-21,L1-101-440BB38
E8933596,MC-161-402CA38,DIAL YOKE   (MC),5.0,2,1,2025-12-08,MC-161-402CA38
E8933597,L1-161-402CA38,DIAL YOKE,5.0,2,1,2025-11-21,L1-161-402CA38
E8933599,MC-161-403CA38,DIAL YOKE RING (MC),5.0,2,1,2025-12-08,MC-161-403CA38
E8933600,L1-161-403CA38,DIAL YOKE RING,5.0,2,1,2025-11-21,L1-161-403CA38
E8933602,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-08,MC-170-414AA
E8933603,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-21,L1-170-414AA
E8933606,L1-161-501QA34,CAM RING,5.0,2,1,2025-11-21,L1-161-501QA34
E8933608,L1-474-502AA34,CAM HOLDER,5.0,2,1,2025-11-21,L1-474-502AA34
E8933610,MC-101-440BB38,TOP GEAR,5.0,2,1,2025-12-08,MC-101-440BB38
E8933611,L1-101-440BB38,TOP GEAR,5.0,2,1,2025-11-21,L1-101-440BB38
E8933613,MC-161-402CA38,DIAL YOKE   (MC),5.0,2,1,2025-12-08,MC-161-402CA38
E8933614,L1-161-402CA38,DIAL YOKE,5.0,2,1,2025-11-21,L1-161-402CA38
E8933616,MC-161-403CA38,DIAL YOKE RING (MC),5.0,2,1,2025-12-08,MC-161-403CA38
E8933617,L1-161-403CA38,DIAL YOKE RING,5.0,2,1,2025-11-21,L1-161-403CA38
E8933621,L1-161-406DE38,GEAR RING,5.0,2,1,2025-11-21,L1-161-406DE38
E8933623,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-08,MC-170-414AA
E8933624,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-21,L1-170-414AA
E8933627,L1-161-501QA38,CAM RING,5.0,2,1,2025-11-21,L1-161-501QA38
E8933629,L1-474-502AA38,CAM HOLDER,5.0,2,1,2025-11-14,L1-474-502AA38
E8933631,MC-101-440BB38,TOP GEAR,5.0,2,1,2025-12-08,MC-101-440BB38
E8933632,L1-101-440BB38,TOP GEAR,5.0,2,1,2025-11-21,L1-101-440BB38
E8933634,MC-161-402CA38,DIAL YOKE   (MC),5.0,2,1,2025-12-08,MC-161-402CA38
E8933635,L1-161-402CA38,DIAL YOKE,5.0,2,1,2025-11-21,L1-161-402CA38
E8933637,MC-161-403CA38,DIAL YOKE RING (MC),5.0,2,1,2025-12-08,MC-161-403CA38
E8933638,L1-161-403CA38,DIAL YOKE RING,5.0,2,1,2025-11-21,L1-161-403CA38
E8933640,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-08,MC-170-414AA
E8933641,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-21,L1-170-414AA
E8933644,L1-161-501QA34,CAM RING,5.0,2,1,2025-11-21,L1-161-501QA34
E8933646,L1-474-502AA34,CAM HOLDER,5.0,2,1,2025-11-21,L1-474-502AA34
E8933648,MC-101-440BB38,TOP GEAR,5.0,2,1,2025-12-08,MC-101-440BB38
E8933649,L1-101-440BB38,TOP GEAR,5.0,2,1,2025-11-21,L1-101-440BB38
E8933651,MC-161-402CA38,DIAL YOKE   (MC),5.0,2,1,2025-12-08,MC-161-402CA38
E8933652,L1-161-402CA38,DIAL YOKE,5.0,2,1,2025-11-21,L1-161-402CA38
E8933654,MC-161-403CA38,DIAL YOKE RING (MC),5.0,2,1,2025-12-08,MC-161-403CA38
E8933655,L1-161-403CA38,DIAL YOKE RING,5.0,2,1,2025-11-21,L1-161-403CA38
E8933657,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-08,MC-170-414AA
E8933658,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-21,L1-170-414AA
E8933661,L1-161-501QA34,CAM RING,5.0,2,1,2025-11-21,L1-161-501QA34
E8933663,L1-474-502AA34,CAM HOLDER,5.0,2,1,2025-11-21,L1-474-502AA34
E8933665,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-12-01,MC-K-28801EB
E8933666,MC-K-28801EB,GEAR BOX,2.0,2,1,2025-12-01,MC-K-28801EB
E8933667,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-12-01,MC-K-28801EB
E8933668,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-12-01,MC-K-28801EB
E8933669,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-12-01,MC-K-28801EB
E8933670,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-12-01,MC-K-28801EB
E8933671,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-12-01,MC-K-28801EB
E8933672,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-12-01,MC-K-28801EB
E8933673,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-12-01,MC-G-6501GA
E8933675,MC-G-6501GA,DRIVING BRACKET,2.0,2,1,2025-12-01,MC-G-6501GA
E8933677,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-12-01,MC-G-6501GA
E8933679,MC-G-6501HA,DRIVING BRACKET,5.0,2,1,2025-12-01,MC-G-6501HA
E8933681,MC-G-6501HA,DRIVING BRACKET,5.0,2,1,2025-12-01,MC-G-6501HA
E8933683,MC-G-6501HA,DRIVING BRACKET,5.0,2,1,2025-12-01,MC-G-6501HA
E8933685,MC-G-6501HA,DRIVING BRACKET,5.0,2,1,2025-12-01,MC-G-6501HA
E8933687,MC-G-6501HA,DRIVING BRACKET,5.0,2,1,2025-12-01,MC-G-6501HA
E8933689,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-12-01,L2-12Q-411BA31-NAKAMURA
E8933690,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-12-01,L2-12Q-411BA31-NAKAMURA
E8933695,L1-1551-401AB30,BED,5.0,2,1,2025-11-07,L1-1551-401AB30
E8933704,L1-1551-401AB30,BED,10.0,2,1,2025-11-14,L1-1551-401AB30
E8933707,L1-1551-401AB30,BED,10.0,2,1,2025-11-21,L1-1551-401AB30
E8933710,L1-1551-401AB30,BED,6.0,2,1,2025-10-31,L1-1551-401AB30
E8933714,L1-161-501AA30,CAM RING,11.0,2,1,2025-11-05,L1-161-501AA30
E8933716,L1-161-501AA30,CAM RING,10.0,2,1,2025-11-17,L1-161-501AA30
E8933720,MC-161-402CA38-JTEC,DIAL YOKE   (MC),9.0,2,1,2025-11-28,MC-161-402CA38-JTEC
E8933721,MC-161-402CA38-JTEC,DIAL YOKE   (MC),8.0,2,1,2025-12-03,MC-161-402CA38-JTEC
E8933722,LA-165-601BA30-L2-JTEC,DIAL CAP HUB,10.0,2,1,2025-11-11,LA-165-601BA30-L2-JTEC
E8933723,LA-165-601BA30-L2-JTEC,DIAL CAP HUB,10.0,2,1,2025-11-18,LA-165-601BA30-L2-JTEC
E8933724,LA-165-601BA30-L2-JTEC,DIAL CAP HUB,10.0,2,1,2025-11-25,LA-165-601BA30-L2-JTEC
E8933725,LA-12Q-411BA31-MC-JTEC,NEEDLE DIAL HUB(L1-L2-MC),15.0,2,1,2025-11-21,LA-12Q-411BA31-MC-JTEC
E8933726,LA-12Q-411BA34-MC-JTEC,NEEDLE DIAL HUB(L1-L2-MC),14.0,2,1,2025-11-27,LA-12Q-411BA34-MC-JTEC
E8933753,MC-G-9501AE,BRACKET,200.0,2,1,2025-11-20,MC-G-9501AE
E8934165,AO-1631-105DC30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-12-10,AO-1631-105DC30
E8934166,AO-1631-105DCL30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-12-24,AO-1631-105DCL30
E8934167,AO-1631-105EC30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-12-10,AO-1631-105EC30
E8934168,AO-1631-105ECL30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-12-24,AO-1631-105ECL30
E8934169,AO-1631-105FD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-12-10,AO-1631-105FD30
E8934170,AO-1631-105FDL30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-12-24,AO-1631-105FDL30
E8934171,AO-1631-105GD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-12-10,AO-1631-105GD30
E8934172,AO-1631-105GDL30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-12-24,AO-1631-105GDL30
E8934227,AO-KF12-00801AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-24,AO-KF12-00801AA38
E8934228,AO-KF12-00801AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-17,AO-KF12-00801AB34
E8934229,AO-KF12-00801AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-22,AO-KF12-00801AB34
E8934230,AO-KF12-00801AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2026-01-05,AO-KF12-00801AB34
E8934231,AO-KF12-00801AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2026-01-07,AO-KF12-00801AB34
E8934232,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-08,AO-KF12-00801AD30
E8934233,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-15,AO-KF12-00801AD30
E8934234,AO-KF12-00802AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-24,AO-KF12-00802AA38
E8934235,AO-KF12-00802AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-17,AO-KF12-00802AB34
E8934236,AO-KF12-00802AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-22,AO-KF12-00802AB34
E8934237,AO-KF12-00802AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2026-01-05,AO-KF12-00802AB34
E8934238,AO-KF12-00802AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2026-01-07,AO-KF12-00802AB34
E8934239,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-08,AO-KF12-00802AD30
E8934240,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-15,AO-KF12-00802AD30
E8934241,AO-KF12-00803AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-24,AO-KF12-00803AA38
E8934243,AO-KF12-00803AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-17,AO-KF12-00803AB34
E8934244,AO-KF12-00803AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-22,AO-KF12-00803AB34
E8934245,AO-KF12-00803AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2026-01-05,AO-KF12-00803AB34
E8934246,AO-KF12-00803AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2026-01-07,AO-KF12-00803AB34
E8934247,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-08,AO-KF12-00803AD30
E8934248,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-15,AO-KF12-00803AD30
E8934249,AO-KF12-00804AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-24,AO-KF12-00804AA38
E8934250,AO-KF12-00804AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-17,AO-KF12-00804AB34
E8934251,AO-KF12-00804AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-22,AO-KF12-00804AB34
E8934252,AO-KF12-00804AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2026-01-05,AO-KF12-00804AB34
E8934253,AO-KF12-00804AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2026-01-07,AO-KF12-00804AB34
E8934254,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-08,AO-KF12-00804AD30
E8934255,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-15,AO-KF12-00804AD30
E8935958,L-1331-201HA2500,TAKE UP DRIVING ROLLER,4.0,2,1,2025-10-29,L-1331-201HA2500
E8935959,L-1331-201HA2500,TAKE UP DRIVING ROLLER,3.0,2,1,2025-10-29,L-1331-201HA2500
E8935960,L-1331-201HA2500,TAKE UP DRIVING ROLLER,6.0,2,1,2025-11-05,L-1331-201HA2500
E8935961,L-1331-201HA2500,TAKE UP DRIVING ROLLER,8.0,2,1,2025-11-04,L-1331-201HA2500
E8935962,L-1331-201KA2200,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-12,L-1331-201KA2200
E8935963,L-1331-201KA2200,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-12,L-1331-201KA2200
E8935964,L-1331-201KA2300,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-11,L-1331-201KA2300
E8935965,L-1331-201KA2300,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-14,L-1331-201KA2300
E8935966,L-1331-201KA2300,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-21,L-1331-201KA2300
E8935967,L-1331-201KA2300,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-26,L-1331-201KA2300
E8935968,L-1331-201KA2500,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-18,L-1331-201KA2500
E8935969,L-1331-202DA2500,TAKE UP DRIVEN ROLLER,4.0,2,1,2025-10-29,L-1331-202DA2500
E8935970,L-1331-202DA2500,TAKE UP DRIVEN ROLLER,3.0,2,1,2025-10-29,L-1331-202DA2500
E8935971,L-1331-202DA2500,TAKE UP DRIVEN ROLLER,6.0,2,1,2025-11-05,L-1331-202DA2500
E8935972,L-1331-202DA2500,TAKE UP DRIVEN ROLLER,8.0,2,1,2025-11-05,L-1331-202DA2500
E8935973,L-1331-202EA2200,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-12,L-1331-202EA2200
E8935974,L-1331-202EA2200,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-12,L-1331-202EA2200
E8935975,L-1331-202EA2300,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-11,L-1331-202EA2300
E8935976,L-1331-202EA2300,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-14,L-1331-202EA2300
E8935977,L-1331-202EA2300,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-21,L-1331-202EA2300
E8935978,L-1331-202EA2300,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-26,L-1331-202EA2300
E8935979,L-1331-202EA2500,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-18,L-1331-202EA2500
E8935980,L-1331-204GA2500,FRICTION ROLLER,4.0,2,1,2025-11-18,L-1331-204GA2500
E8935981,L-1331-204GA2500,FRICTION ROLLER,3.0,2,1,2025-11-21,L-1331-204GA2500
E8935982,L-1331-204GA2500,FRICTION ROLLER,6.0,2,1,2025-12-01,L-1331-204GA2500
E8935983,L-1331-204GA2500,FRICTION ROLLER,8.0,2,1,2025-12-03,L-1331-204GA2500
E8935984,L-1331-251AA1548-1,ASSY.GUIDE ROLLER,10.0,2,1,2025-11-18,L-1331-251AA1548-1
E8935985,L-1331-251AA1548-1,ASSY.GUIDE ROLLER,10.0,2,1,2025-12-01,L-1331-251AA1548-1
